scene_token,candidate_slot,horizon_s,track_token,object_type,endpoint_change_m,speed_change_mps,braking_response,headway_distance_change_m,replay_speed_mps,reactive_speed_mps
01ee2001eff25729,0,1.0,67c6c2b9bca95254,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,6a31270a72cc55fd,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,6a5750a21a105b3d,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,6aeac1d83a0a5dbd,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,6b351f2e52b45816,TrackedObjectType.VEHICLE,0.48009857791163707,0.0,False,-0.2970045205114218,0.0,0.0
01ee2001eff25729,0,1.0,704c5c7b3d1b5ab8,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,70c54dd941205bb6,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,71ca73c226c450aa,TrackedObjectType.VEHICLE,0.57770436403294,-0.09806240517845843,False,0.15100980128109853,0.8874595140725912,0.7893971088941327
01ee2001eff25729,0,1.0,72c63a613da05c6a,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,72fca49cee8a51d2,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,753a545bf2a05da3,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,78683e6191d05dd9,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,7a312fd619865f40,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,7b4ffb0012035d16,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,7c16c9efd88352bb,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,7d330badfd1553f7,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,7d9441cb8ac9518f,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,7f1414c48ab25cb3,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,809fdbca442657e1,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,83d9079eafb85e16,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,8406765893c95d8c,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,850e4ae8b1065473,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,860f9aef121c5dd0,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,869d3b39ba0b5912,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,883369c4e0de59b0,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,88704eb577ea517f,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,88aa85f68c5d51d3,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,89053129052b55c5,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,8a7aa39039cb5b4c,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,8a808814c8d658e1,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,8c3028fcdbb95459,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,8c8a4e86ae905080,TrackedObjectType.VEHICLE,0.5330223267498975,0.9037460849199761,False,0.4679598156291007,0.0,0.9037460849199761
01ee2001eff25729,0,1.0,8d02443a17375273,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,8d963a2541b95443,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.1800378781698448,1.1800378781698448
01ee2001eff25729,0,1.0,900b38853cf75a8a,TrackedObjectType.VEHICLE,0.016416293241471442,0.0,False,0.01506896481880915,0.0,0.0
01ee2001eff25729,0,1.0,922688133de85b3f,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,9245e5adf9f45ea5,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,927534c0a53c591a,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,94a1bee0d7ad5127,TrackedObjectType.VEHICLE,15.328867193008469,-0.6084211437763045,True,14.675610423149138,15.603128703199909,14.994707559423604
01ee2001eff25729,0,1.0,956f789db6365f96,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.1803841580198478,1.1803841580198478
01ee2001eff25729,0,1.0,99b181eddab9533d,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,99e6cdf82e505bf1,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,9d6ff91faf055c67,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,9dadba166a8350d4,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,a09b62ecf3995479,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,a230389edb5953a4,TrackedObjectType.VEHICLE,9.61159285231145,-0.5884315369922604,True,9.564588180142401,17.754068763114056,17.165637226121795
01ee2001eff25729,0,1.0,a2488d1ce87a59a2,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,a676d72e2af155f2,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,a6cdeb11f49e5380,TrackedObjectType.VEHICLE,0.04472107936497352,-0.10076742091317023,False,-0.025363868084490093,0.32446532613677237,0.22369790522360214
01ee2001eff25729,0,1.0,a91469bad2d5562d,TrackedObjectType.VEHICLE,9.557280712366547,0.7205551028281842,False,9.272888384700888,9.139887731376334,9.860442834204518
01ee2001eff25729,0,1.0,a9a044319df25b4d,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,aab4acb8da815389,TrackedObjectType.VEHICLE,0.2840675349548572,-0.425186168047909,True,-0.22888718335957492,2.417150669378847,1.991964501330938
01ee2001eff25729,0,1.0,aba8b368da355d75,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,acd53d6da8d85991,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.276984943921648,1.276984943921648
01ee2001eff25729,0,1.0,b03d1aacd1b45368,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,b2c0a6be8c8e5f66,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,b2fc345429815b54,TrackedObjectType.VEHICLE,0.15406303150515846,0.0,False,-0.10706394377639583,0.0,0.0
01ee2001eff25729,0,1.0,b3536427069b5638,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,b432ef9e10415bfc,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,b490c52b9b245495,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.0568300288517454,1.0568300288517454
01ee2001eff25729,0,1.0,b6c03e0394c65f71,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,b73e6915cab45584,TrackedObjectType.VEHICLE,0.5742724332569801,-1.0218447578316194,True,0.5705931145267016,9.651522870611451,8.629678112779832
01ee2001eff25729,0,1.0,b7dae86500d05373,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,b8b6a5a194625721,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,b9b32bc4eba959d5,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,ba40e0dd4d705726,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,bc0524caecf0583a,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,bc781a0f86255568,TrackedObjectType.VEHICLE,0.835414936671203,-1.1596534124666964,True,-0.6558792544291663,3.9556030244903146,2.7959496120236182
01ee2001eff25729,0,1.0,bd69d1f5f0d05606,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,bdf2b290952a56b7,TrackedObjectType.VEHICLE,0.017399804132551322,0.0,False,0.012508482230451534,0.0,0.0
01ee2001eff25729,0,1.0,c0d38cf749a0545a,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c0d93a94423756ac,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c28a34da6344562a,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.2923292386637528,1.2923292386637528
01ee2001eff25729,0,1.0,c2c0359fea675a6e,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c32aeb92620d5e07,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c4b4e161d2885d9c,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c51e9cf620115de1,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c600cde9c3c65cfc,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c627cc09e07256a3,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c693262cb21f5b1b,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c6af81f914375ba6,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c802a2aba40e5707,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c803912b2a8a59d7,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,c94f8af62f455012,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,ca61d69747e05a73,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,d11ab0e4c9c250ac,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,d26ee1acdb5a5e02,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,d6eb83f31de55a0a,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,d71afc56ad3153cb,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,d738448fc5755827,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,dae5fa8bb0915599,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,0.0019104402488380363,0.0019104402488380363
01ee2001eff25729,0,1.0,dc921970df395c6e,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,ddc02d18e4085e0d,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,dee07787675651f8,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,e06b06cb604e5606,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,e1148c0b59cb538f,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,e2b968114fc259e9,TrackedObjectType.VEHICLE,0.18340071818779746,0.0,False,-0.07990543947607875,0.0,0.0
01ee2001eff25729,0,1.0,e5f95f5fc1aa5b61,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,e62c8f6850e95d06,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,e8fd70f0e97b53c4,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,eb3e6f92beb95f38,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,ec06a443ee985092,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,ee5738d2167259c7,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,ef89e8cc3b6f5933,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,f00cad6af5f65f8e,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,f022868264c2579c,TrackedObjectType.VEHICLE,0.05748359214526297,0.0,False,0.037779403062835115,0.0,0.0
01ee2001eff25729,0,1.0,f0a0fa189beb5ef1,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,f0ecbd10ab1e5415,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,f1ab2cae2a125031,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,f2893c08a05f5e57,TrackedObjectType.GENERIC_OBJECT,0.0,0.0,False,0.0,0.0,0.0
01ee2001eff25729,0,1.0,f2ec45f6bbb45c9c,TrackedObjectType.VEHICLE,0.4948526448176297,0.9142157466775861,False,0.29908139289726243,0.0,0.9142157466775861
01ee2001eff25729,0,1.0,f35b63a4c55d56d8,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.269128013246752,1.269128013246752
01ee2001eff25729,0,1.0,f4b6a59869705b1d,TrackedObjectType.PEDESTRIAN,0.0,0.0,False,0.0,1.2632885286122844,1.2632885286122844
01ee2001eff25729,0,1.0,f65004a7ffaa5963,TrackedObjectType.VEHICLE,0.8021235323370333,-1.5071312445708411,True,0.7842515957846103,11.228592303114027,9.721461058543186
01ee2001eff25729,0,1.0,f77b52145c1d5cfa,TrackedObjectType.VEHICLE,0.07261790129509325,0.0,False,0.05548077979543109,0.0,0.0
