scene_token,candidate_i,candidate_j,track_token,candidate_dependent_endpoint_variance_m,candidate_dependent_speed_difference_mps
02502e56fdf95e9b,0,1,1300eaac0a6d5760,0.0,0.0
02502e56fdf95e9b,0,1,1e8e3d694dd050fa,0.0,1.1382082745204345e-06
02502e56fdf95e9b,0,1,26d81fad769e554e,0.0,0.0
02502e56fdf95e9b,0,1,298400d32aea543c,0.0,0.0
02502e56fdf95e9b,0,1,2c09f06b88f85d90,0.0,0.0
02502e56fdf95e9b,0,1,2d20c10c22245da0,0.0,0.0
02502e56fdf95e9b,0,1,4019f8848dbd58aa,0.0,0.0
02502e56fdf95e9b,0,1,5b39bbf45bc05bca,0.0,0.0
02502e56fdf95e9b,0,1,79b9882285d45205,0.0,0.0
02502e56fdf95e9b,0,1,a6b1af87c5845b1b,0.0,0.0
02502e56fdf95e9b,0,1,ddd26fe61a175c84,0.0,0.0
02502e56fdf95e9b,0,1,e477dc6e17785be0,0.0,0.0
02502e56fdf95e9b,0,1,ff0910ed25dc53f7,0.0,0.0
0293ae7e4571567e,0,1,45e550804be15dd8,0.0,0.0
0293ae7e4571567e,0,1,939bb32910e357a3,0.0,0.0
0402fbb7cdba5843,0,1,17146ba2fede5370,0.0,0.0
0402fbb7cdba5843,0,1,3886b62012285e2d,0.0,0.0
0402fbb7cdba5843,0,1,60105548f4225b63,0.0,0.0
0402fbb7cdba5843,0,1,730a2ad27ff85f0d,0.0,0.0
0402fbb7cdba5843,0,1,7ccbd8c88196578d,0.0,0.0
0402fbb7cdba5843,0,1,b39dd63d0b4a5d28,0.0,0.0
0402fbb7cdba5843,0,1,c0840b0fcb4452a1,0.0,0.0
0402fbb7cdba5843,0,1,c4a9146a18325b70,0.0,0.0
0402fbb7cdba5843,0,1,cc13e9db8ad95c2f,0.0,0.0
0402fbb7cdba5843,0,1,d99c10269e1653d2,0.0,0.0
0402fbb7cdba5843,0,1,eb5fee5726205bc0,0.0,0.0
067340b153b854c4,0,1,23eda33d2043561a,0.0,0.0
067340b153b854c4,0,1,3d60f8fb9e3d5cf6,0.0,0.0
067340b153b854c4,0,1,45671112dc615d3d,0.0,0.0
067340b153b854c4,0,1,55b2d6a783f250d4,0.0,0.0
067340b153b854c4,0,1,56031ead31775741,0.0,0.0
067340b153b854c4,0,1,5a82f43c4e67500e,0.0,0.0
067340b153b854c4,0,1,5d4de5863e3659bc,0.0,0.0
067340b153b854c4,0,1,5ebc34c243375bd0,0.0,0.0
067340b153b854c4,0,1,66e0e9be48275391,0.0,0.0
067340b153b854c4,0,1,7006da90c9675270,0.0,0.0
067340b153b854c4,0,1,853e08f3815e520b,0.0,0.0
067340b153b854c4,0,1,889a917e654f5107,0.0,0.0
067340b153b854c4,0,1,90e7b68245ff55e3,0.0,0.0
067340b153b854c4,0,1,9165b3ee65af5cdf,0.0,0.0
067340b153b854c4,0,1,9fa5e9e493a8592b,0.0,0.0
067340b153b854c4,0,1,b53356e8e04d519d,0.0,0.0
067340b153b854c4,0,1,b5912a7ad9ee5c9c,0.0,0.0
067340b153b854c4,0,1,c9b43150acad5d2a,0.0,0.0
0a12dd6d111f5356,0,8,07a2e3eb151c510c,0.0,0.0
0a12dd6d111f5356,0,8,0f6fa20908425021,0.0,0.0
0a12dd6d111f5356,0,8,123b3b7f3809538c,0.0,0.0
0a12dd6d111f5356,0,8,175fad17907555c0,0.0,0.0
0a12dd6d111f5356,0,8,1d06bdda6d835464,0.0,0.0
0a12dd6d111f5356,0,8,32bf3adb7ca65bb3,0.0,0.0
0a12dd6d111f5356,0,8,422ab4aabec05a77,0.0,0.0
0a12dd6d111f5356,0,8,48d685f5a2555ef5,0.0,0.0
0a12dd6d111f5356,0,8,4e52e80244835d3b,0.0,0.0
0a12dd6d111f5356,0,8,6128a9d85e5d5502,0.0,0.0
0a12dd6d111f5356,0,8,659eefa95da356cd,0.0,0.0
0a12dd6d111f5356,0,8,687c40abb6d05f81,0.0,0.0
0a12dd6d111f5356,0,8,75c9e5009abf55aa,0.0,0.0
0a12dd6d111f5356,0,8,7f28ef9829e758cd,0.0,0.0
0a12dd6d111f5356,0,8,7f46702b75e5521b,0.0,0.0
0a12dd6d111f5356,0,8,887cca4d37335bad,0.0,0.0
0a12dd6d111f5356,0,8,89ab5ad3118a5c9a,0.0,0.0
0a12dd6d111f5356,0,8,9a2b94dd26e1595c,0.06162471565389097,0.042886161959519775
0a12dd6d111f5356,0,8,aebcd6c403db5c17,0.0,0.0
0a12dd6d111f5356,0,8,b9bc65f6c1745cdc,0.0,0.0
0a12dd6d111f5356,0,8,ba233ff72799579f,0.0,0.0
0a12dd6d111f5356,0,8,c9360e26d42f5c4c,0.0,0.0
0a12dd6d111f5356,0,8,d723596710a7525a,0.0,0.0
0a12dd6d111f5356,0,8,de4d448425c5579e,0.0,0.0
0a12dd6d111f5356,0,8,e5d666dbbb585b91,0.0,0.0
0a12dd6d111f5356,0,8,f5dad06703af5b9c,0.0,0.0
0b185277a5a758e0,0,1,57a347cb353c500f,0.0,0.0
0b185277a5a758e0,0,1,596057cd6353585b,0.0,0.0
0b185277a5a758e0,0,1,5fb9c9ebf823542c,0.0,0.0
0b185277a5a758e0,0,1,7b4611593c7f5ca1,0.0,0.0
0b185277a5a758e0,0,1,7cf89f20da4e5c24,0.0,0.0
0b185277a5a758e0,0,1,82d6968d9a025fcb,0.0,0.0
0b185277a5a758e0,0,1,9d50b758b0a057ae,0.0,0.0
0b185277a5a758e0,0,1,c5d1a0aeede65f74,0.0,0.0
0b185277a5a758e0,0,1,e51faad9f47a564d,0.0,0.0
0b185277a5a758e0,0,1,e9a877e5ecca509d,0.0,0.0
0b185277a5a758e0,0,1,f1764b75debf5b90,0.0,0.0
0b185277a5a758e0,0,1,f2ea596a09fe52a1,0.0,0.0
0b185277a5a758e0,0,1,f33388beed0c5557,0.0,0.0
0b185277a5a758e0,0,1,f432ea6c94ea5140,0.0,0.0
0bf438668d365dd6,0,10,00b97bc047c55489,0.0,0.0
0bf438668d365dd6,0,10,03904be2d0fd57a6,0.0,0.0
0bf438668d365dd6,0,10,0c81e4020d4e5e0a,0.0,0.0
0bf438668d365dd6,0,10,0da7d8676a275846,0.0,0.0
0bf438668d365dd6,0,10,18d2389d6f6152d8,0.0,0.0
0bf438668d365dd6,0,10,1b9f0c36d5a55f78,0.0,0.0
0bf438668d365dd6,0,10,219cfc0dbace5d5f,0.0,0.0
0bf438668d365dd6,0,10,267f65924648551e,0.0,0.0
0bf438668d365dd6,0,10,49e0e3916cd45e90,0.0,0.0
0bf438668d365dd6,0,10,5529105c8ae45e43,0.0,0.0
0bf438668d365dd6,0,10,65806d87e1955b4a,0.0,0.0
0bf438668d365dd6,0,10,70e123a9dda15752,0.0,0.0
0bf438668d365dd6,0,10,73b89afe3d305806,0.0,0.0
0bf438668d365dd6,0,10,76b21ef625d15c2b,0.0,0.0
0bf438668d365dd6,0,10,785ac595491f5dbe,0.0,0.0
0bf438668d365dd6,0,10,7a02ab43aa9b500b,0.0,0.0
0bf438668d365dd6,0,10,9e0aa22a600b57ac,0.0,0.0
0bf438668d365dd6,0,10,9e49ab10aa16578e,0.0,0.0
0bf438668d365dd6,0,10,a31672f909a35f2f,0.0,0.0
0bf438668d365dd6,0,10,a4831e6478ed5a0a,0.0,0.0
0bf438668d365dd6,0,10,a6f31f5628d656c7,0.0,0.0
0bf438668d365dd6,0,10,ab7867aef76752df,0.0,0.0
0bf438668d365dd6,0,10,abbcd455418555b7,0.0,0.0
0bf438668d365dd6,0,10,b117716e2627591c,0.0,0.0
0bf438668d365dd6,0,10,b32d51f47f915cd2,0.32494667290772594,0.14737021817092305
0bf438668d365dd6,0,10,b6e2fde80663572a,0.0,0.0
0bf438668d365dd6,0,10,cb849d31196e567b,0.0,0.0
0bf438668d365dd6,0,10,d978c25d55d45993,0.0,0.0
0bf438668d365dd6,0,10,dbdf4207901c5d70,0.0,0.0
0bf438668d365dd6,0,10,dcc76329804051fe,0.0,0.0
0bf438668d365dd6,0,10,de9af353b388533a,0.0,0.0
0bf438668d365dd6,0,10,e6c522b2261750a4,0.0,0.0
0bf438668d365dd6,0,10,eba84bdaac2a5e3c,0.0,0.0
0bf438668d365dd6,0,10,ee0eca21f63d54fe,0.0,0.0
0cf25603195e523f,0,8,00389fb19cf25531,0.0,0.0
0cf25603195e523f,0,8,0066fa1f7f9851d0,0.0,0.0
0cf25603195e523f,0,8,15473aa13a655271,0.0,0.0
0cf25603195e523f,0,8,185bbb474dba570b,0.0,0.0
0cf25603195e523f,0,8,1b03a21db53f5f62,0.0,0.0
0cf25603195e523f,0,8,1dfad418b86450c1,0.0,0.0
0cf25603195e523f,0,8,20b419a9f3455fb4,0.0,0.0
0cf25603195e523f,0,8,29590c4d00fa5853,0.0,0.0
0cf25603195e523f,0,8,2e273681c9fa5877,0.0,0.0
0cf25603195e523f,0,8,2ee3a15559e65579,0.0,0.0
0cf25603195e523f,0,8,3205ab186caf52c4,0.0,0.0
0cf25603195e523f,0,8,40e4cc78fc575212,0.0,0.0
0cf25603195e523f,0,8,4ead0beec73953bb,0.0,0.0
0cf25603195e523f,0,8,540e4ae24d4455e3,0.0,0.0
0cf25603195e523f,0,8,62f3bb7dee915ebe,0.0,0.0
0cf25603195e523f,0,8,65d27ab0fb6d5ab8,0.0,0.0
0cf25603195e523f,0,8,722d742c42f15157,0.0,0.0
0cf25603195e523f,0,8,72f4b00742c559de,0.0,0.0
0cf25603195e523f,0,8,86a6e7f7b52b5b0a,1.0839169249848698e-05,1.88107220688849e-06
0cf25603195e523f,0,8,9ad80e8fa930534d,0.0,0.0
0cf25603195e523f,0,8,b16e77f7416e5ccd,0.0,0.0
0cf25603195e523f,0,8,c3c87bded6675f65,0.0,0.0
0cf25603195e523f,0,8,c96eff53ece353fb,0.0,0.0
0cf25603195e523f,0,8,cd9c0ce2806e549e,0.0,0.0
0cf25603195e523f,0,8,e171be61be5c5e16,0.0,0.0
0cf25603195e523f,0,8,e17fc333266f5573,0.0,0.0
0cf25603195e523f,0,8,f3ee40ab47f25597,0.0,0.0
0cf25603195e523f,0,8,fbbe7c18aa3a5925,0.0,0.0
0fb23ddab36f5357,0,4,21ef4f3b532e5049,0.0,0.0
0fb23ddab36f5357,0,4,268dbc8ad6975aee,0.0,0.0
0fb23ddab36f5357,0,4,2e39c0ed191851bc,0.0,0.0
0fb23ddab36f5357,0,4,39d2fe44477a50e8,0.0,0.0
0fb23ddab36f5357,0,4,55e73b4c0b38524d,0.0,0.0
0fb23ddab36f5357,0,4,5ecb992c709151ae,0.0,0.0
0fb23ddab36f5357,0,4,618ecae04dce5764,0.0,0.0
0fb23ddab36f5357,0,4,8ed0c61dd6365c4e,0.0,0.0
0fb23ddab36f5357,0,4,976588fd66dd50b9,0.0,0.0
0fb23ddab36f5357,0,4,a70f9a1fd26e5106,0.0,0.0
0fb23ddab36f5357,0,4,a9eac9c848545ddf,0.0,0.0
0fb23ddab36f5357,0,4,ae9e4057174d5242,0.0,0.0
0fb23ddab36f5357,0,4,b6eae773c79e5269,0.0,0.0
0fb23ddab36f5357,0,4,bd22de283ab45f67,0.0,0.0
0fb23ddab36f5357,0,4,bdc8caaa58ee50b1,0.0,0.0
0fb23ddab36f5357,0,4,c03c46325d115284,0.0,0.0
0fb23ddab36f5357,0,4,ce7e2656062e511e,0.0,0.0
0fb23ddab36f5357,0,4,d32fc6e43a8a56da,0.0,0.0
0fb23ddab36f5357,0,4,dc09566886f851ed,0.0,0.0
0fb23ddab36f5357,0,4,df242b1cebb050f2,0.0,0.0
0fb23ddab36f5357,0,4,e4965e88d36d518f,0.0,0.0
0fb23ddab36f5357,0,4,e6b5748401375020,0.0,0.0
0fb23ddab36f5357,0,4,eab244022e425afe,0.0,0.0
0fb23ddab36f5357,0,4,f7cad334fde15b88,0.0,0.0
108b6e7a8663559d,0,1,01d334f973f75835,0.0,0.0
108b6e7a8663559d,0,1,ee03f7360b0d5b7e,0.0,0.0
10c95accebcd5024,0,5,04c247cce6b55099,0.0,0.0
10c95accebcd5024,0,5,0779e8666f33584c,0.0,0.0
10c95accebcd5024,0,5,0ef3093f862e5bb0,0.0,0.0
10c95accebcd5024,0,5,105db7714e24526c,0.0,0.0
10c95accebcd5024,0,5,121b2d941a8f5b6a,0.0,0.0
10c95accebcd5024,0,5,152a6b25ceea5557,0.0,0.0
10c95accebcd5024,0,5,186ec8ab583d5e5c,0.0,0.0
10c95accebcd5024,0,5,18faf4313604551e,0.0,0.0
10c95accebcd5024,0,5,1d6b3f9ad2e757b4,0.0,0.0
10c95accebcd5024,0,5,4afda57d32dd5ddf,0.0,0.0
10c95accebcd5024,0,5,4e1619e5d07b58c1,0.0,0.0
10c95accebcd5024,0,5,4e8c68a03abc587b,0.0,0.0
10c95accebcd5024,0,5,59e078f225825bfd,0.0,0.0
10c95accebcd5024,0,5,5a8eb2576d86518a,0.0,0.0
10c95accebcd5024,0,5,5c75f7e4b91a584e,0.0,0.0
10c95accebcd5024,0,5,6a3c45d0fff254e8,0.0,0.0
10c95accebcd5024,0,5,6ceee5ee11d75a07,0.0,0.0
10c95accebcd5024,0,5,732183e8a06555bd,0.0,0.0
10c95accebcd5024,0,5,737462902457534e,0.0,0.0
10c95accebcd5024,0,5,758bf1ee472d517a,0.0,0.0
10c95accebcd5024,0,5,7662f184def050ca,0.0,0.0
10c95accebcd5024,0,5,816d808e1f455014,0.0,0.0
10c95accebcd5024,0,5,83b64d15d0515fe7,0.0,0.0
10c95accebcd5024,0,5,84f3599235bc5803,0.0,0.0
10c95accebcd5024,0,5,87ad4cf0bd3e51d2,0.0,0.0
10c95accebcd5024,0,5,924c979ba8f650f7,0.0,0.0
10c95accebcd5024,0,5,9658765bfbc25482,0.0,0.0
10c95accebcd5024,0,5,9ebfe8c1b5725898,0.0,0.0
10c95accebcd5024,0,5,a52fa683c2745a7b,0.0,0.0
10c95accebcd5024,0,5,b2cd719dd1695120,0.0,0.0
10c95accebcd5024,0,5,b581a1f5f46853ed,0.0,0.0
10c95accebcd5024,0,5,b82af1ce76cb559c,0.0,0.0
10c95accebcd5024,0,5,b973afd0cd78525e,0.0,0.0
10c95accebcd5024,0,5,c2433a23c64254d8,0.0,0.0
10c95accebcd5024,0,5,cb18b1edd5e251d2,0.0,0.0
10c95accebcd5024,0,5,d250e3226bbb5594,0.0,0.0
10c95accebcd5024,0,5,d27c6d1d3bcb5343,0.0,0.0
10c95accebcd5024,0,5,d92523d32ecc534c,0.0,0.0
10c95accebcd5024,0,5,dbc58e25a3705f3c,0.0,0.0
10c95accebcd5024,0,5,e117d334c5ed5efa,0.0,0.0
10c95accebcd5024,0,5,e6fedb5bec0558b8,0.0,0.0
10c95accebcd5024,0,5,e8d698c8f98d562c,0.0,0.0
10c95accebcd5024,0,5,fb92764441265be2,0.0,0.0
10c95accebcd5024,0,5,fbe229826c405b3e,0.0,0.0
14aacdc829cb5012,0,8,014fd86d01cf52fe,0.0,0.0
14aacdc829cb5012,0,8,08a1c6896727549e,0.0,0.0
14aacdc829cb5012,0,8,14b49b81a9cf5caf,0.0,0.0
14aacdc829cb5012,0,8,1bc8d4549ee55955,0.0,0.0
14aacdc829cb5012,0,8,24277843b2ae5856,0.0,0.0
14aacdc829cb5012,0,8,2a2a90379cd45f4a,0.0,0.0
14aacdc829cb5012,0,8,36772970fe685182,0.0,0.0
14aacdc829cb5012,0,8,396123f3aaf0573f,0.0,0.0
14aacdc829cb5012,0,8,3c5101a40e295b47,0.0,0.0
14aacdc829cb5012,0,8,4f0de21112ea579c,0.0,0.0
14aacdc829cb5012,0,8,6c2536f850ad57b3,0.0,0.0
14aacdc829cb5012,0,8,6fe41ae542f35ce2,0.0,0.0
14aacdc829cb5012,0,8,7bdd7104b73d587a,0.0,0.0
14aacdc829cb5012,0,8,7f73aff14a3d5317,0.0,0.0
14aacdc829cb5012,0,8,8c753e15d2c5517a,0.0,0.0
14aacdc829cb5012,0,8,9e7b96fae2825f37,0.0,0.0
14aacdc829cb5012,0,8,9e7e33953131508a,0.0,0.0
14aacdc829cb5012,0,8,a3b65bacc74459d5,0.0,0.0
14aacdc829cb5012,0,8,a53b9cbb2a1f5235,0.0,0.0
14aacdc829cb5012,0,8,b10138cabf9559ea,0.0,0.0
14aacdc829cb5012,0,8,b567fc8439135a1d,0.0,0.0
14aacdc829cb5012,0,8,c157e5a6f7595f8c,0.0,0.0
14aacdc829cb5012,0,8,c29f1e0c9b9d56ee,0.0,0.0
14aacdc829cb5012,0,8,cbbfaa896fdd53c3,0.0,0.0
14aacdc829cb5012,0,8,d76a40ceab1352c5,0.0,0.0
14aacdc829cb5012,0,8,f882b2adafd3576e,0.0,0.0
15a57ea7e3be511f,0,5,06e67109af535b53,0.0,0.0
15a57ea7e3be511f,0,5,093bf984b7d25aa3,0.0,0.0
15a57ea7e3be511f,0,5,0c4a921e36565b78,0.0,0.0
15a57ea7e3be511f,0,5,11ded1f68dc85426,0.0,0.0
15a57ea7e3be511f,0,5,14e32956069d5bd9,0.0,0.0
15a57ea7e3be511f,0,5,15f935b775ce55c1,0.0,0.0
15a57ea7e3be511f,0,5,1634bf9d5b665fbc,0.0,0.0
15a57ea7e3be511f,0,5,1bc2f712ecd0598f,0.0,0.0
15a57ea7e3be511f,0,5,1e86676b8c385a04,0.0,0.0
15a57ea7e3be511f,0,5,33bb91d56b5a5df5,0.6606092857157277,0.18993840082511104
15a57ea7e3be511f,0,5,33d853c172e95cc3,0.0,0.0
15a57ea7e3be511f,0,5,3532126b8ffd5744,0.0,0.0
15a57ea7e3be511f,0,5,38b42b42117556f9,0.0,0.0
15a57ea7e3be511f,0,5,3b4340c4a5b75f86,0.0,0.0
15a57ea7e3be511f,0,5,403a3b39decb5869,0.0,0.0
15a57ea7e3be511f,0,5,404d437af096583a,0.0,0.0
15a57ea7e3be511f,0,5,42a8df5492b8580c,0.0,0.0
15a57ea7e3be511f,0,5,43a2fcfb54565454,0.0,0.0
15a57ea7e3be511f,0,5,471b988be82d56bd,0.0,0.0
15a57ea7e3be511f,0,5,57e22bd39a995bb9,0.0,0.0
15a57ea7e3be511f,0,5,592583dcd5b156f8,0.0,0.0
15a57ea7e3be511f,0,5,62484fa916395473,0.0,0.0
15a57ea7e3be511f,0,5,70ad51ed493058d0,0.0,0.0
15a57ea7e3be511f,0,5,7367d5c82f75525e,0.0,0.0
15a57ea7e3be511f,0,5,7815f9300580513a,0.0,0.0
15a57ea7e3be511f,0,5,7bce560845bc5ea9,0.0,0.0
15a57ea7e3be511f,0,5,8aa064f6f8db591d,0.0,0.0
15a57ea7e3be511f,0,5,8b7311b43ace5cb0,0.0,0.0
15a57ea7e3be511f,0,5,8ba2bc49289f5b6c,0.0,0.0
15a57ea7e3be511f,0,5,8cb2742336685f65,0.0,0.0
15a57ea7e3be511f,0,5,8d70939c8c2253d9,0.0,0.0
15a57ea7e3be511f,0,5,8eba791099855818,0.0,0.0
15a57ea7e3be511f,0,5,90d5d2e12fe95549,0.0,0.0
15a57ea7e3be511f,0,5,9d3678cde4e1591c,0.0,0.0
15a57ea7e3be511f,0,5,a08d3b6981f75c00,0.0,0.0
15a57ea7e3be511f,0,5,a403e03e35915458,0.0,0.0
15a57ea7e3be511f,0,5,a8391e422c7b5098,0.0,0.0
15a57ea7e3be511f,0,5,b22fbf4b3af3501b,0.0,0.0
15a57ea7e3be511f,0,5,b5383775f41757c3,0.0,0.0
15a57ea7e3be511f,0,5,bc80d1aaae025a52,0.0,0.0
15a57ea7e3be511f,0,5,bdb8df32f74c5c4d,0.0,0.0
15a57ea7e3be511f,0,5,bdd996575c7350cf,0.0,0.0
15a57ea7e3be511f,0,5,be71d846fdf65f14,0.0,0.0
15a57ea7e3be511f,0,5,c112d6173bf95ee2,0.0,0.0
15a57ea7e3be511f,0,5,d0b8fc1ae8f75e4b,0.0,0.0
15a57ea7e3be511f,0,5,d428b76abd9d5c6e,0.0,0.0
15a57ea7e3be511f,0,5,d6d45922ba545d1b,0.0,0.0
15a57ea7e3be511f,0,5,de477930a0db50d5,0.0,0.0
15a57ea7e3be511f,0,5,dedabf9a70ae5a9e,0.0,0.0
15a57ea7e3be511f,0,5,e05d805e9a7a540e,0.0,0.0
15a57ea7e3be511f,0,5,e40c76af135c55bb,0.0,0.0
15a57ea7e3be511f,0,5,e5a5706058905894,0.0,0.0
15a57ea7e3be511f,0,5,e5cae555a0d55281,0.0,0.0
15a57ea7e3be511f,0,5,e8dab486dcd35db3,0.0,0.0
15a57ea7e3be511f,0,5,ed701e38c58b5104,0.0,0.0
15a57ea7e3be511f,0,5,f0e8aa52aee25213,0.0,0.0
15a57ea7e3be511f,0,5,f1e83dc2fb3e583f,0.0,0.0
199e4fbe08935048,0,13,03ee968cb44e5dc4,0.0,0.0
199e4fbe08935048,0,13,1ce966832ecf5428,0.0,0.0
199e4fbe08935048,0,13,250b1cc8898a5f24,0.0,0.0
199e4fbe08935048,0,13,2e85e10269525fc0,0.0,0.0
199e4fbe08935048,0,13,2e889c9ff66f56db,0.0,0.0
199e4fbe08935048,0,13,31c6b973d6d150c5,0.0,0.0
199e4fbe08935048,0,13,5ee2b86dabcb5221,0.0,0.0
199e4fbe08935048,0,13,707bb82d6ce158b4,0.0,0.0
199e4fbe08935048,0,13,7224b89719675835,0.0,0.0
199e4fbe08935048,0,13,975066443f6c5335,0.0,0.0
199e4fbe08935048,0,13,988e1b502269590e,0.0,0.0
199e4fbe08935048,0,13,bc2e089ea02c55ab,0.0,0.0
199e4fbe08935048,0,13,c478eecc3a015934,0.0,0.0
199e4fbe08935048,0,13,da3504f0bee3584e,0.0,0.0
199e4fbe08935048,0,13,f1e63a6a25205045,0.0,0.0
199e4fbe08935048,0,13,f831794422765cc1,0.0,0.0
199e4fbe08935048,0,13,fe487228d1a1593d,0.0,0.0
1e8447ee0c2052fb,0,8,031bd397ae985ff5,0.0,0.0
1e8447ee0c2052fb,0,8,096843657a475d48,0.0,0.0
1e8447ee0c2052fb,0,8,0d92911fd3e55e48,0.0,0.0
1e8447ee0c2052fb,0,8,12f34e725f765529,0.0,0.0
1e8447ee0c2052fb,0,8,13c4e6b2af7f50cc,0.0,0.0
1e8447ee0c2052fb,0,8,16853fc839ad5f7d,0.0,0.0
1e8447ee0c2052fb,0,8,185392fc4e435323,0.0,0.0
1e8447ee0c2052fb,0,8,1f618b9c7b9b5d89,0.0,0.0
1e8447ee0c2052fb,0,8,2650f729943a561d,0.0,0.0
1e8447ee0c2052fb,0,8,28fe49203da45f86,0.0,0.0
1e8447ee0c2052fb,0,8,2e77741a69d45d72,0.0,0.0
1e8447ee0c2052fb,0,8,2f7befaadbf7590e,0.0,0.0
1e8447ee0c2052fb,0,8,326bc70f92515dfd,0.0,0.0
1e8447ee0c2052fb,0,8,33655542771b550f,0.0,0.0
1e8447ee0c2052fb,0,8,3f2e58ac3d4755aa,0.0,0.0
1e8447ee0c2052fb,0,8,55fd65a79f895199,0.0,0.0
1e8447ee0c2052fb,0,8,5af035da8f38588a,0.0,0.0
1e8447ee0c2052fb,0,8,6501d7a11c975a59,0.0,0.0
1e8447ee0c2052fb,0,8,756c9f8a3ed05da8,0.0,0.0
1e8447ee0c2052fb,0,8,77e11d3339a35a78,0.0,0.0
1e8447ee0c2052fb,0,8,7beab436b29b58b7,0.0,0.0
1e8447ee0c2052fb,0,8,8a60827e05a15c34,0.0,0.0
1e8447ee0c2052fb,0,8,8f9e50b99685522f,0.0,0.0
1e8447ee0c2052fb,0,8,b56e0494a09c563b,0.0,0.0
1e8447ee0c2052fb,0,8,b5b735ecd7fa5a75,0.0,0.0
1e8447ee0c2052fb,0,8,b6f5937db2ff52ce,0.0,0.0
1e8447ee0c2052fb,0,8,c7184787b4fc5ea3,0.0,0.0
1e8447ee0c2052fb,0,8,d3b39ce135f25762,0.0,0.0
1e8447ee0c2052fb,0,8,d43bcf7e16405afb,0.0,0.0
1e8447ee0c2052fb,0,8,e29bad6e4fbc5eed,0.0,0.0
1e8447ee0c2052fb,0,8,eaca998e561e5dda,0.0,0.0
1e8447ee0c2052fb,0,8,fc214eb6ff1e565a,0.0,0.0
2295480487565083,0,1,0026248dbb33588b,0.0,0.0
2295480487565083,0,1,01ac9942c1a356eb,0.0,0.0
2295480487565083,0,1,080900ea148153d6,0.0,0.0
2295480487565083,0,1,11a53ab5bd5a59a7,0.0,0.0
2295480487565083,0,1,242bbc00d0565f3d,0.0,0.0
2295480487565083,0,1,285777c3914e5f48,0.0,0.0
2295480487565083,0,1,29ad4e4c721a5ab2,0.0,0.0
2295480487565083,0,1,2b6eef7f789b5c83,0.0,0.0
2295480487565083,0,1,2bc0f180085a5c30,0.0,0.0
2295480487565083,0,1,311074e3192d5c74,0.0,0.0
2295480487565083,0,1,3d12c59424c7570a,0.0,0.0
2295480487565083,0,1,46eb24e6a0765db6,0.0,0.0
2295480487565083,0,1,4704d985a0685ebd,0.0,0.0
2295480487565083,0,1,47ce6c9b83cd5723,0.0,0.0
2295480487565083,0,1,4ac7f7b1c34059d4,0.0,0.0
2295480487565083,0,1,57ebb863f31453d5,0.0,0.0
2295480487565083,0,1,90ec48f5ba2d5439,0.0,0.0
2295480487565083,0,1,923e8037287859ac,0.0,0.0
