synthetic_scene_token,initial_token,corresponding_original_scene,corresponding_original_initial_token,history_frames,future_frames,frame_annotation_count,extended_track_steps,extended_traffic_light_steps,front_camera_path_declared,front_camera_file_exists,lidar_path_declared,lidar_file_exists
02a8e1ae44bf614f6,ff7b96c916771e141,5496f69033515dd4,66583dab627951a2,4,0,88,9,9,True,True,True,False
02ad1857986716032,e10827f1aaf62efb8,9a00d37375a95d7e,58d69daf413c5d5a,4,0,89,8,8,True,True,True,False
02d30c9811ca47424,2516d8b2211015894,5a41a7f756c551ce,5c838efd36805c92,4,0,34,9,9,True,True,True,False
02df2861db0e0f92f,4470091fffca9e391,fddb0bdd1d7f53e0,847432a116d35db0,4,0,36,9,9,True,True,True,False
02e48709be8a4e2c7,f7aca65344c3b8a4b,dd71dee142f05d7d,2cae5f08e11a5dbd,4,0,28,8,8,True,True,True,False
02e62f9514bd3bff5,d294ac095b61c1877,6352864cf9f95bb8,a18d2b32f8415373,4,0,9,8,8,True,True,True,False
0302214637bc14123,e848a6d0aa53e2ec3,5c5e0e2c9d225b98,8237f47b224952b4,4,0,8,8,8,True,True,True,False
0325bfacc7a9d1c14,cd7d476e450a5083d,9be9c9c84b625515,e244b2ddf97a57d6,4,0,6,9,9,True,True,True,False
032b83e09de065477,5eea9af2c6acb36ec,27ff47ea8aea59cf,008844070af456e3,4,0,111,8,8,True,True,True,False
03362a68235cecffe,5c4cdaaf289584cd5,48c16e2d0c5f59e7,e9b43b140b1d54bf,4,0,40,8,8,True,True,True,False
033b00ec79294c38c,fde62db47c2545623,cb8b1f36617c50d4,e17587a96a795abf,4,0,79,9,9,True,True,True,False
034d42d7f3dbbd331,8e1bbd443f815b48a,dd79f9aa92105761,ce05573741b75133,4,0,118,9,9,True,True,True,False
03541e0604e59183d,cd19384b9fe667753,38f1e14586bd51e3,4972962184a75fa7,4,0,8,8,8,True,True,True,False
035acb81b79ce9758,7a12897acffda91d2,fc8a398075265f44,2c5cbab120595d79,4,0,37,9,9,True,True,True,False
035bab624c2314a6a,d253a5d864e95f8d2,73c600dba1795b0c,5f4991d3d2ca5eee,4,0,726,9,9,True,True,True,False
03754ed06fb168134,e1787c2ae57c993f3,e982719caf425a10,bd9abb7104dc5408,4,0,24,8,8,True,True,True,False
0383f8970f355e2e0,087f962c16ba01a4c,ff9d7c14934b541e,d5b18d6105c25004,4,0,40,8,8,True,True,True,False
0399903ddfb8256e7,d73385f96b3a8b16d,23f0187033d658d9,c5b585ddf50d5f1f,4,0,245,8,8,True,True,True,False
03a12d86f4fbccaa2,29202e5e7b84d0701,fc2a258a2dc153a8,909655c780e152ac,4,0,4,8,8,True,True,True,False
03a8cd5e9da22dd7a,1b742b73235363011,eccf91e1e1635acf,77f11643ced5562a,4,0,136,8,8,True,True,True,False
03cf7e3d27fdced01,5e5a2a6c7ddbfc092,0bb779c3344d5b1d,54a295777c3a5d46,4,0,9,8,8,True,True,True,False
03d0bf5d43d9b3deb,8da51d4b0fa17ee9a,267005afb82050c1,c574d461642f5deb,4,0,62,9,9,True,True,True,False
03ea0e62894605136,db1f577b1f0df7a26,4909b88b347c5764,a67c6744e6c45edb,4,0,104,8,8,True,True,True,False
03ee2ccab25e12216,5875003845a7403ab,71aea26de05f5b5d,5593db2f64115fbf,4,0,144,9,9,True,True,True,False
03efc282540f80de4,b5be28ec54c28eea8,f841083805af5242,64a7186ab49b5cdc,4,0,20,8,8,True,True,True,False
0409928be41c0d09b,bd52a44e8dce6c6d8,66225fc71bd35554,330166def5a35f4d,4,0,255,8,8,True,True,True,False
04183dcabdfeaaea6,9a2c6392ddbd1a611,dadfddb20a29587d,f8b524a4e8925503,4,0,10,9,9,True,True,True,False
044b302ec5e62abde,7abb624adfb880027,4e3aab178b035e85,7a8c81a7cd1256e0,4,0,162,9,9,True,True,True,False
044bcb87e2d3fd3bc,5c23f7f4493bf911d,267005afb82050c1,c574d461642f5deb,4,0,63,9,9,True,True,True,False
044e93612e16438a5,01d8a706eb3443501,43861b94f4d959eb,67bce1e28df25eaa,4,0,306,9,9,True,True,True,False
0461caca9013d8b76,ed8e5c526e1f42a73,030704a9aac75776,a97ceb2edd0251f9,4,0,302,8,8,True,True,True,False
046416e5e92689d56,83643b4c5add93044,7edfabe116e25844,d073c3202a7e56da,4,0,135,9,9,True,True,True,False
046956c58ff77a7c6,67df061cc3bf5fa44,d7928caf300452e2,757c23c6819c589c,4,0,88,8,8,True,True,True,False
046a02f022d4f3266,ee30df8e553e929cb,f6d575d8e0a45772,46deeff0d0495df6,4,0,229,8,8,True,True,True,False
04959610fc4cdfe91,9d4b20553cbf06af4,786c49b2f19f54c0,97c09fe94495563a,4,0,47,9,9,True,True,True,False
049a4f5e4d8ea128e,2f70249e5e3153c88,c3c375ac03435ee2,eed801b1cd035275,4,0,194,9,9,True,True,True,False
049d9eacd3d829fc2,d337b79f01dc75805,4a4c046eff125fca,f7a9f82f17b256e2,4,0,379,8,8,True,True,True,False
04c295cbebc46bfd8,04d4f1277557232ce,834a7c22e2c55c71,20728d3e677b593d,4,0,16,8,8,True,True,True,False
04d89d2a9297f4ced,7daae87faa1540ace,3dac4631b32d5baa,f2117260382b5d83,4,0,173,9,9,True,True,True,False
04e0d5abb13d37002,34096e25c51fff4b8,f1041299a1a059f5,3b910accfc12560a,4,0,156,9,9,True,True,True,False
050c46242012b8691,bec8d578f7182bbcd,6139b7811b87514b,b6247a5245a5554f,4,0,260,9,9,True,True,True,False
05214f7616c57fe9f,0bc2b72e890837ec6,9aa76ff06fd153d8,cc4bdc0160e157c4,4,0,126,9,9,True,True,True,False
052841e8dd5bb17ce,f1d442974b63b87f6,fc2a258a2dc153a8,909655c780e152ac,4,0,4,8,8,True,True,True,False
052cc1b450e96f10e,31368b2b5cafa42dc,490463fd7e9e5769,d50b69bed8f2570c,4,0,146,9,9,True,True,True,False
053500930c3b46de0,95f0d6c3b4018f122,5be54baed8b35bd7,0122ce98b2735558,4,0,188,9,9,True,True,True,False
053bddefdce3c252f,2e221a5360953028d,9243ca15a76e552f,8f8ccbd6ffcb54b9,4,0,137,8,8,True,True,True,False
0543cd7bd2661221b,7e3fd48eb2c70a68f,48bbe3acc93450aa,34489cf42e005e93,4,0,211,9,9,True,True,True,False
05441acc9b0186d2a,88685892fa01fcedf,aaa52295ba6e5daf,abbf1c193ac75f91,4,0,54,9,9,True,True,True,False
056e9afeaf8b6c1ca,07d57ac58a266170f,5e4dd8c91b8453bf,c054f473288d5515,4,0,91,8,8,True,True,True,False
05800534b645e05dd,f476792b1bd197fca,74cf2bc3433f59dd,7727bf26f5845499,4,0,4,8,8,True,True,True,False
058200dd6e4c6c09c,acd449fa83a39cef2,97e2daddecd557a4,ecc6da85180a5eee,4,0,43,9,9,True,True,True,False
058e669245585eba4,7cdfa18002444c694,267005afb82050c1,c574d461642f5deb,4,0,61,9,9,True,True,True,False
059af98c71c613364,0e14703cf05b5dfd9,e6dc564e1a3a588e,00c1e4eb4a045f20,4,0,16,9,9,True,True,True,False
05a09a289bfb61a54,ca8771e5e055dcfca,ceb5b3df40105f05,226e6642fbc65bdc,4,0,131,9,9,True,True,True,False
05b7e58e4ec170fa3,66f77d65755a1c784,82e1485de4fa5b71,131ab0263b07507c,4,0,206,8,8,True,True,True,False
05c62ae1835bd63f8,ac09d37b9d495cdc7,a031a7d531295e92,b031a0b55ab951f8,4,0,23,8,8,True,True,True,False
05c7361935778e606,7feb07f9028c8bf62,97c8e9ca10ba5a69,8fb11d5808355072,4,0,480,8,8,True,True,True,False
05da10cf1c6f7ce20,836d617c75ae603a0,6c578cebcf47592b,0802a51b0a1d512c,4,0,172,8,8,True,True,True,False
05e42b6b787923821,0952835e9ba422028,5a41a7f756c551ce,5c838efd36805c92,4,0,34,9,9,True,True,True,False
060f6fa99f940f7ba,815411526d5f2c6d5,3b34e3fd5b9e5767,779852a1160f56f9,4,0,97,9,9,True,True,True,False
06168f4293d3f0ad1,01944b1d62426bc85,8140728e0011561d,342f42c4b2855ffb,4,0,12,9,9,True,True,True,False
061bd6cc72751763a,977312aa1b30d7f8f,63372e43883c5a85,029585f0509d52b0,4,0,54,8,8,True,True,True,False
06207e55c5be1de0a,995a5ceaca13fa6a0,7a6d3719323a5188,2030d3a5ed675084,4,0,4,8,8,True,True,True,False
0624f9413dbd92a1e,cb1939bb101889c17,7ac633604a3c572d,94d74f87c8435b61,4,0,259,8,8,True,True,True,False
0632035b5cfe752e2,1b2cd068b0d562449,9cfdfd9619325a79,a2701552b0f95f7b,4,0,149,8,8,True,True,True,False
063bc5c1cc0ab4efd,c966f12167e10d758,13559c5a97855007,b8d2227c06a351e4,4,0,85,8,8,True,True,True,False
063e3c98881fbd790,c2fbdb2ef268ad123,66225fc71bd35554,330166def5a35f4d,4,0,255,8,8,True,True,True,False
06405d94eff452b7a,fa8d78f84cd8b7f8c,5ea36cebd2575b16,68097b10029d5fe1,4,0,90,9,9,True,True,True,False
0645f7ce2f377b911,9e800327f6e34c777,157c6c5b1b9d5608,f1bdf7e4e9f5534e,4,0,245,9,9,True,True,True,False
064d62ef69052cc3f,b70d444b82722ea24,e6dc564e1a3a588e,00c1e4eb4a045f20,4,0,16,9,9,True,True,True,False
06507f5628ea7c0a5,d6c514686f23569a7,f0d1419c24b85651,59bf40c427da5eb1,4,0,116,8,8,True,True,True,False
066c6c0b480abc965,88c5a08bcfdda91cd,19c99be4f21f5a0a,c6bd79f439c254a0,4,0,41,9,9,True,True,True,False
06789000629f140c7,071e35b1661da1366,a9af1e73c9575428,28c89352b09b55d4,4,0,7,9,9,True,True,True,False
06795c083d0a75f6c,3d093356af980da3c,23f0187033d658d9,c5b585ddf50d5f1f,4,0,245,8,8,True,True,True,False
0679810ef517099d3,e2ea1000f4e2d0904,6d2fdf97f60654af,d715fbc6ea0551f8,4,0,213,9,9,True,True,True,False
067c36f53336a1089,5e652ec452f5c3eb4,821f5be699cd5942,d20be65e3dc65738,4,0,0,8,8,True,True,True,False
069ea5b8988549222,6e878407167faf00e,a472c2f69a3456f3,4dd1ab3a667b5074,4,0,14,8,8,True,True,True,False
06a3ed01745b18858,903b3cc014d45619e,c6be203c41a155e4,f2592c08589e5398,4,0,8,8,8,True,True,True,False
06b63c8cd498cfb94,2a1e301e08b641e81,69a4a5913bfc5d5d,05f1a5cbc0905d8e,4,0,8,8,8,True,True,True,False
06cc6469ebdd91316,d84d05e0468db43cc,fc8a398075265f44,2c5cbab120595d79,4,0,37,9,9,True,True,True,False
06d52fef6e8ed8aae,174e7a32e20f2ca14,5a41a7f756c551ce,5c838efd36805c92,4,0,34,9,9,True,True,True,False
06dbea9b8c7c55945,f8b4dade556ee29d7,32648fe3eaa45ed1,2575048779565f0b,4,0,138,9,9,True,True,True,False
06dc3386f42c86494,0e0c4a0cc9feb9612,325c162902835de3,bf00c76f25185b83,4,0,99,8,8,True,True,True,False
06efc1f5db9bef914,95d7198096423bdb7,e6dc564e1a3a588e,00c1e4eb4a045f20,4,0,16,9,9,True,True,True,False
070cec5825fd8d00d,fedfbdfcf20092620,045a93a43af35fd1,d01fec804cd45644,4,0,144,9,9,True,True,True,False
071a6fbddcf220978,1285808d1703253f0,48c16e2d0c5f59e7,e9b43b140b1d54bf,4,0,40,8,8,True,True,True,False
073b537b1e5ee0fa4,24f191a721f816f48,4f87ef91e3425ebc,0af68cc78d085fdb,4,0,82,8,8,True,True,True,False
073cdf05ed0e50981,8a73882c047d96e3f,8847def0336a54a1,b9d14f59883a5496,4,0,191,8,8,True,True,True,False
0747e53dc9b14f122,0308c9d9ebeab7805,ed3da5aa48d15354,087023402a695ba3,4,0,67,9,9,True,True,True,False
074b255893cfc1f82,78a6c5025d620a6b9,32648fe3eaa45ed1,2575048779565f0b,4,0,138,9,9,True,True,True,False
0754fbaf951e9e0a2,c6834715d79ac54be,4f87ef91e3425ebc,0af68cc78d085fdb,4,0,82,8,8,True,True,True,False
075596000373c2d40,90d989f2205e253f9,66f664c031765c74,cd7e4f70ce8e539b,4,0,68,8,8,True,True,True,False
0765ef4b556f64fcc,bf36dbafa15d4c261,3fea25d764c355dc,1c77ba7488d35c52,4,0,75,8,8,True,True,True,False
0766d3ff4304fe2f8,1442b131da263f4dc,5c9f3b6bfc615ad4,09446e65ee9a55d3,4,0,192,9,9,True,True,True,False
076a6dbff3ad58b3b,7b53923d6ec4115f3,a27875deccc151e0,90314b74c92954d6,4,0,40,8,8,True,True,True,False
076e24d6d3720347f,a3ebde725e612b5f3,6f31e863bab65c62,f76112c834c25beb,4,0,200,9,9,True,True,True,False
0782ac1032c9fd6ab,3a96e943c2c264f67,9abcb094fcef5f84,ad34e2d0d3865530,4,0,152,9,9,True,True,True,False
0784cac0dd1ff867b,9c47bf4ba9db25f5d,7b6efdd222ca5777,0e5653822a7a56b3,4,0,172,8,8,True,True,True,False
07ac6614b87e06044,8b9e74d5a89159431,ceb5b3df40105f05,226e6642fbc65bdc,4,0,131,9,9,True,True,True,False
07bc4d4dab3fd964b,cd486e24ba631556c,165838dcee0152fe,b9f3b69b160e5ad0,4,0,16,9,9,True,True,True,False
07bf9c45aca16d526,0dbe87a99ac3cd3e1,fe5298731e0f5a6c,e74ca27f40755297,4,0,132,8,8,True,True,True,False
07c43882ac35d000c,35a201132842b0275,8685d4420d83534f,71405d414236553c,4,0,58,8,8,True,True,True,False
07c73311ebdce38b6,28d54bc8604f16c63,020dee65dab453bb,ea31c764f6385f4a,4,0,257,9,9,True,True,True,False
07ca1e407cde453de,71c904391b4dd4412,9aa76ff06fd153d8,cc4bdc0160e157c4,4,0,126,9,9,True,True,True,False
07e38f7f8fc66c344,91df938553d5b89fb,ebf97a584bcb556e,a44db880afe95be7,4,0,110,9,9,True,True,True,False
07f1620fbbcfa566e,e6d6645a3d41d9627,97c8e9ca10ba5a69,8fb11d5808355072,4,0,480,8,8,True,True,True,False
0800739f614eaf502,ca870ac8b947e6752,6970d8207923563a,3cbb6c030b1e5d19,4,0,56,8,8,True,True,True,False
0807f51786811eb9f,bf39b618ccc33f36a,73c600dba1795b0c,5f4991d3d2ca5eee,4,0,726,9,9,True,True,True,False
0818d46bf83c25ef5,2f7d514e5c41a23d7,b3b3a0cc7dec50a0,452def672c5d592c,4,0,67,9,9,True,True,True,False
0827b128edc18c317,2328dbb272ccbb947,acd1fd0b50b659c8,686b55439d5e591e,4,0,258,9,9,True,True,True,False
083733e8a51d77f4a,48cab8078b80242a1,fb21dbec77535015,d142ab856b7653df,4,0,79,8,8,True,True,True,False
083b378eab739aa52,f12a7ee18a123034b,e6e4e254f1c55405,e46762b07ca45b74,4,0,35,8,8,True,True,True,False
083ee1ab411fcf730,67e23c9775c8647fa,c0fb4281da785582,36419e8c59275f61,4,0,62,9,9,True,True,True,False
0850f56b6a3361052,5de761c988f97e1fa,16295788c73b5d86,0ec9a79351355022,4,0,61,9,9,True,True,True,False
085679ec5acc5fdd9,27f023bf8333f5410,0d0972c70bd955cc,ffe92084016a5795,4,0,15,8,8,True,True,True,False
0859beaf6ee842bc3,ab136507f882d8c94,c38e0ed510f45ed0,d64b2da8ffb65c16,4,0,45,8,8,True,True,True,False
086487f683be38e1b,2048a65fec13c23d5,9d010e744f5b5c3a,3c542be991515ccd,4,0,156,8,8,True,True,True,False
0874b32aae4d00461,a42fb99bdb7e61156,5fc741e3c1875ae3,1981a85eb4ba5001,4,0,60,8,8,True,True,True,False
0874fc47b113c31ba,e742e687d4142df74,f0d1419c24b85651,59bf40c427da5eb1,4,0,116,8,8,True,True,True,False
08850cbaf825dd70b,4ebad6e2adb7c2ab4,93a5e1de2d185374,e0b92501aa5051b1,4,0,127,8,8,True,True,True,False
088f56ffa35bd3c0a,ba9155b84dc322eac,5e4dd8c91b8453bf,c054f473288d5515,4,0,91,8,8,True,True,True,False
089f3a76b437cfec5,49922a7c280248e59,17e417633368553f,7d24bd01f77c5d87,4,0,106,8,8,True,True,True,False
08a19ad708a698ce2,003fad41549a954eb,7c7e92d50f92564b,7da863f64a5f5e90,4,0,75,8,8,True,True,True,False
08a2115075fae4944,c71bdecb4c4eb5848,527460a8acda5c41,74c8385c2d845cde,4,0,33,8,8,True,True,True,False
08b2097e1afea1c2f,6c441b1d10cac68e5,5a41a7f756c551ce,5c838efd36805c92,4,0,34,9,9,True,True,True,False
08bcd2b40ef50dbe4,9b164e112834437ea,01e6276eff385ea8,580dac44fa305877,4,0,143,8,8,True,True,True,False
08cc572265a34aad8,a317b20e8d007342f,020dee65dab453bb,ea31c764f6385f4a,4,0,257,9,9,True,True,True,False
08e773c5e0a0017dc,964d3400667ae187f,a04f86a92daf50ba,712427ff1635596c,4,0,56,9,9,True,True,True,False
08e86a0cd323a99fe,384e8594099b2b5f2,21cd282d8b27526f,99a98a7ffb075389,4,0,102,9,9,True,True,True,False
08ec7eb09cc2d1fc9,c3200abf96a354efa,24108688ab4856ab,2391f12d7e6a5e7f,4,0,173,8,8,True,True,True,False
08f6bd343309ae73c,1a8fcc346a063b55c,c849fb5493be5a70,8d90099a801d5682,4,0,220,9,9,True,True,True,False
08f74cb28a86f3f88,6dfd14bd1bef71d80,a412624e363853f0,aeeba19e19c35ccb,4,0,4,9,9,True,True,True,False
090e8aad7c042202c,3110b909a8ee018b8,d0c31f4b85ea5028,9ef1d618435d5e53,4,0,650,8,8,True,True,True,False
0911f6b58b1281344,0062f66f0a168555e,527460a8acda5c41,74c8385c2d845cde,4,0,33,8,8,True,True,True,False
091e6bce48f46927a,c9a52fd56ee7c5ee5,b74b5977823b527a,64f47c2f2c7754cb,4,0,14,8,8,True,True,True,False
0937e195be4124c0b,676ffbee9ca648d5c,9f6ae3dae4585cef,223d02be29c65e81,4,0,271,8,8,True,True,True,False
096090f816fab7fb1,fd21a94f937e1535f,23f0187033d658d9,c5b585ddf50d5f1f,4,0,245,8,8,True,True,True,False
0973319bd2c657fc2,d684c7c8d5a53f7d2,e4237030b1b75a8d,e7ae612e880e5d5f,4,0,66,9,9,True,True,True,False
098ba82f607d278de,456c64c9a6cfefe27,3ceb5afc67975881,b6b5f3cc01a05f83,4,0,68,9,9,True,True,True,False
099ae713c22c9edc1,f197eb9bb03399772,9acaaa1400115088,02a81792cbdb5dd5,4,0,125,9,9,True,True,True,False
09a9430e04b840d9a,aac5e172e96b86e25,a27875deccc151e0,90314b74c92954d6,4,0,40,8,8,True,True,True,False
09b5e550a67cbdb31,a075eb4cf05c9e8a0,8847def0336a54a1,b9d14f59883a5496,4,0,190,8,8,True,True,True,False
09bf1e709bebcbad3,d4b7ede155f05dff3,2ffcc771b9375796,16a738813dbe5496,4,0,32,9,9,True,True,True,False
09c07665d74ca91d1,6ca032cc95e7418a6,e6dc564e1a3a588e,00c1e4eb4a045f20,4,0,16,9,9,True,True,True,False
09c4223b72ac998ec,ae529a342a5742720,9acaaa1400115088,02a81792cbdb5dd5,4,0,125,9,9,True,True,True,False
09cc6808596539a28,e2d10c9ccbbc61bce,aaa52295ba6e5daf,abbf1c193ac75f91,4,0,54,9,9,True,True,True,False
09dbf5b60b94f03b1,c0ec09e19eaff83c9,6ea198f259b85e49,529d2e20dc615c3b,4,0,139,8,8,True,True,True,False
09e5c0726ce54f079,226e200de1c94187e,8685d4420d83534f,71405d414236553c,4,0,58,8,8,True,True,True,False
09e6a0502daff5f81,02644631a56fa1750,47f9e40a21f7510a,ed3db88f99a05a6c,4,0,25,9,9,True,True,True,False
09ea9276b4e682fbb,a863c3cc5f754b2b4,b1e0acd51fbf5895,2ee150fedbb15345,4,0,181,9,9,True,True,True,False
0a03d238fdfb68fc4,430915b356a81da1d,b74b5977823b527a,64f47c2f2c7754cb,4,0,15,8,8,True,True,True,False
0a32437e6881a0ea7,dcde802c1ad40532b,6ea198f259b85e49,529d2e20dc615c3b,4,0,139,8,8,True,True,True,False
0a388fd981829b671,9d70974d55a05357d,cdba5e3c59af59da,4d5a01dea92b5867,4,0,107,9,9,True,True,True,False
0a3c1d240cd3f59d5,fd6e363385145a378,dd71dee142f05d7d,2cae5f08e11a5dbd,4,0,28,8,8,True,True,True,False
