token,log_name,label,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0228fd10f8c05bd4,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.9294326487898605,1.0,1.0,1.0,0.9705969369957752
0242cf7ebae4537a,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
0244b29e92175c74,2021.08.31.14.01.15_veh-40_01576_01714,unfrozen_visual_step100,True,1.0,1.0,0.840422879922777,1.0,1.0,1.0,0.933509533301157
025b6096a0af5d87,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0265d0c659745deb,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.8319747173131615,1.0,1.0,1.0,0.9299894655471507
0266adddeefb584b,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
027d63f008ba518b,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.9477383145113565,1.0,1.0,1.0,0.9782242977130652
02831f0823a75275,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.871712825339946,1.0,1.0,1.0,0.9465470105583108
02be5e5257915894,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7683856876554689,1.0,1.0,1.0,0.903494036523112
02dff6541a8c574b,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,0.7888203385033362,1.0,1.0,1.0,0.9120084743763902
038d98b0aef65cc5,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
039064e3ab615ba4,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
039d81c335fa5830,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
03d3158b8faf5c81,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
03e725fe0ab95f02,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
03eb9463e1685d1f,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7403960140143299,1.0,1.0,1.0,0.8918316725059707
03fe497641cc5a31,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.7645854334672936,1.0,1.0,1.0,0.901910597278039
0424e5fd9a5c5e60,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7375791333019777,1.0,1.0,1.0,0.8906579722091573
044e89f71c845e59,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.9692271625354825,0.0,1.0,1.0,0.5705113177231177
0454457b4d6a5d20,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0461af120ee45dd8,2021.06.09.14.50.36_veh-26_02826_02955,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334
047b29ae8a2d50c3,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
047ca296724153ed,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
04892d0279ea5905,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,0.8941475820661422,1.0,1.0,1.0,0.9558948258608927
049ac1985c175ddb,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
04a2fff5521b5215,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.713340208410147,1.0,1.0,1.0,0.8805584201708946
04b8f4a99be85973,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
04d3c2f7702750b6,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.6990697753616879,1.0,1.0,1.0,0.8746124064007033
04db6d7b763754ac,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
04eb8d64f2795c58,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
04ef1bdebb1e5c2b,2021.06.09.14.50.36_veh-26_02826_02955,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0502eec8c9615c19,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
050bc5dc61b05c0c,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,0.899050002655252,1.0,1.0,1.0,0.957937501106355
052f982083e859d7,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8367858131728746,1.0,1.0,1.0,0.931994088822031
05dc6e420d935b8e,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0612ae5a43ea5e14,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
066d174c1ee2516a,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.7216202701528484,1.0,1.0,1.0,0.8840084458970202
0683a44547c053e2,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
06c973b2073057ab,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8752077128749306,1.0,1.0,1.0,0.9480032136978878
06cd8d997cfe5de6,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7712232842339375,1.0,1.0,1.0,0.9046763684308073
06ecc274857650aa,2021.06.09.14.50.36_veh-26_02826_02955,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
06f9275753de5cb6,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0746ca94fdc85420,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.8008761228820747,1.0,1.0,1.0,0.917031717867531
07667d039f5755fc,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0769d9f9498e5f51,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.8361105981039826,1.0,1.0,1.0,0.9317127492099928
076e73b542175041,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.7226717759594802,1.0,1.0,1.0,0.88444657331645
077e1ef7a2dd526e,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.6609756944588758,1.0,1.0,1.0,0.8587398726911983
079dad1bf4aa53ff,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.7274851664769284,1.0,1.0,1.0,0.8864521526987201
0818730194515784,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8364945273124329,1.0,1.0,1.0,0.9318727197135136
08309993090158ed,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0834ee7bd96c524f,2021.07.16.22.40.23_veh-38_00204_00360,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
083a415c4ea15ef6,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0845cc2551fa5e03,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
089b7c97ae005df7,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.8472717572859885,1.0,1.0,1.0,0.9363632322024952
08b90ea812f95157,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
08e86035c86c59cf,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
08fef85e66fe56c4,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9268914982511104,1.0,1.0,1.0,0.969538124271296
091a90a5f2855a82,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0
093784159a005ddd,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0965ca8d343855bd,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.6736877479683806,1.0,1.0,1.0,0.8640365616534919
09909af20007564a,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
09a440cb0aeb567a,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8920281034825697,1.0,1.0,1.0,0.9550117097844041
09d6aaf7636350e1,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.8360920992891866,1.0,1.0,1.0,0.9317050413704945
0a508df3445152b0,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0a50e549c5ed5787,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,0.8932452179124288,1.0,1.0,1.0,0.9555188407968455
0a6a37e522035224,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.9531323952006969,1.0,1.0,1.0,0.9804718313336238
0b10c61fbe415c5e,2021.07.16.22.40.23_veh-38_00204_00360,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0b19cdb05d2c5e68,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8950461010945858,1.0,1.0,1.0,0.9562692087894108
0b22e62e12cf5607,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8872692998930506,1.0,1.0,1.0,0.9530288749554376
0b67d7e9536256af,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.7775052995873951,1.0,1.0,1.0,0.9072938748280812
0b6d1ed507635a6e,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,0.9873008096348765,1.0,1.0,1.0,0.9947086706811986
0b890a5dbdaf53aa,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0ba5cd65023a5d5c,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
0c6651f095895012,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0c71f6071ee054a8,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0ce992b41b7854f8,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0d0891893f1d59b5,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.6301193982509192,1.0,1.0,1.0,0.8458830826045496
0d4a4de2ed0551de,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0daae1bedaae53c5,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8390643286077702,1.0,1.0,1.0,0.9329434702532376
0dbe21f7e02a578a,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.6906087500617718,1.0,1.0,1.0,0.871086979192405
0dc2e306b4485579,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7684552830811553,1.0,1.0,1.0,0.9035230346171481
0e3398e6271350b4,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.7209142933034566,1.0,1.0,1.0,0.8837142888764403
0ecbcba803ab54e0,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7483075244175479,1.0,1.0,1.0,0.8951281351739784
0ee4062c48cc50d9,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9741453822294117,1.0,1.0,1.0,0.9892272425955883
0ef4861884495fee,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.6794210256899573,1.0,1.0,1.0,0.8664254273708156
0f2f7590e2c153c1,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
0f4042e7f1995020,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0fb7c8347ef25535,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0fd89914075c5330,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100ed6de0208550f,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.952264620197337,1.0,1.0,1.0,0.9801102584155571
100ee55049cc584e,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102471e46a565fdf,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.679436404214671,1.0,1.0,1.0,0.8664318350894463
102b90da87b851bf,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.8062860363012964,1.0,1.0,1.0,0.9192858484588736
1035c6107e4b52d3,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.9564272897478067,1.0,1.0,1.0,0.9818447040615861
103d8446b9a7501b,2021.08.31.11.47.30_veh-40_00919_01000,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104fd3ad395d5ded,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105b3c761dee5fcb,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108c162aabf552ba,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8870314412827991,1.0,1.0,1.0,0.9529297672011663
10b7dc9bd96e550a,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10da33ea86ba5697,2021.07.16.22.40.23_veh-38_00204_00360,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10f0de18ec3d5c9f,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9220992070266893,1.0,1.0,1.0,0.9675413362611206
10f2a63b52ff556a,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
113ce1e07c7a5543,2021.10.05.08.11.15_veh-50_00437_00585,unfrozen_visual_step100,True,1.0,1.0,0.7580447416512759,1.0,1.0,1.0,0.899185309021365
114020a7beaf5151,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9703948192190358,1.0,1.0,1.0,0.9876645080079317
1150ab6954775965,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9170346155527359,1.0,1.0,1.0,0.9654310898136399
1168282af331504e,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11788fec75b55fe8,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.9415037800255481,1.0,1.0,1.0,0.9756265750106451
11b917a7dad65cb3,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11d448d26126557f,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.7907966736698706,1.0,1.0,1.0,0.912831947362446
11fb8402c7ed5f38,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1201ef26669d52b5,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1206c4653bc05297,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12127170e93a53e9,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8188876730659324,1.0,1.0,1.0,0.9245365304441385
122bed8802a05ae2,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12529e1e5d23525d,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12927478268a52a7,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8881164580739244,1.0,1.0,1.0,0.9533818575308018
12a303e7e3b85492,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.8909460225468163,1.0,1.0,1.0,0.9545608427278401
12af90c2b8b6512e,2021.08.31.14.01.15_veh-40_01576_01714,unfrozen_visual_step100,True,1.0,1.0,0.8515303655239549,1.0,1.0,1.0,0.9381376523016479
134c53ed5241548e,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,0.7405921509794499,1.0,1.0,1.0,0.8919133962414375
136d82f937c45885,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13bb402c57765d6e,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,0.8545738534597012,1.0,1.0,1.0,0.9394057722748755
13d47325b0b950f1,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.9336613816879229,1.0,1.0,1.0,0.9723589090366346
13dddabad3d65ddf,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,0.7440849182891686,1.0,1.0,1.0,0.8933687159538203
14489b09baaa54e5,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7533267108531968,1.0,1.0,1.0,0.8972194628554986
147c06dffbdb5bc4,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
1499e758c6855a74,2021.06.09.12.51.31_veh-35_01729_02626,unfrozen_visual_step100,True,1.0,1.0,0.8853592984157234,1.0,1.0,1.0,0.9522330410065513
15080129531552fe,2021.07.09.20.26.06_veh-35_02793_03289,unfrozen_visual_step100,True,1.0,1.0,0.7743717628085336,1.0,1.0,1.0,0.9059882345035556
1543049980f15e78,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.9051427393929635,1.0,1.0,1.0,0.9604761414137348
154f87b0c0ca5624,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.7669251507068305,1.0,1.0,1.0,0.9028854794611795
1562991f98315d4d,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8897468592427943,1.0,1.0,1.0,0.9540611913511642
157d3b777d315364,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158eecf778cc5684,2021.06.09.12.06.35_veh-35_01164_01494,unfrozen_visual_step100,True,1.0,1.0,0.8792425813951198,1.0,1.0,1.0,0.9496844089146332
160b363bd86953af,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
16259719899f5b57,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
166f157b4b935a1e,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16840451fa765419,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16a726067f77532d,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16c70ee6d6485400,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.730928367341651,1.0,1.0,1.0,0.8878868197256878
16df14e0b5fe574f,2021.06.09.17.23.18_veh-38_01598_01750,unfrozen_visual_step100,True,1.0,1.0,0.9371045145203575,1.0,1.0,1.0,0.9737935477168156
16e38f619b4358cb,2021.10.11.02.57.41_veh-50_01028_01289,unfrozen_visual_step100,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
16ea1ed69aed5de1,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170594fe8be75468,2021.10.05.07.49.39_veh-52_00770_00905,unfrozen_visual_step100,True,1.0,1.0,0.8757610568861761,1.0,1.0,1.0,0.9482337737025733
17184a5491105047,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,0.9398962113843268,1.0,1.0,1.0,0.9749567547434695
173ff7e858e65a62,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1753352ab8255c21,2021.10.01.17.52.06_veh-28_01141_01264,unfrozen_visual_step100,True,1.0,1.0,0.967291598806199,1.0,1.0,1.0,0.9863714995025828
1783be8f68bc560f,2021.06.23.17.31.36_veh-16_00016_00377,unfrozen_visual_step100,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179d390028965461,2021.06.09.20.26.11_veh-35_00970_01216,unfrozen_visual_step100,True,1.0,1.0,0.9334623272549176,1.0,1.0,1.0,0.972275969689549
17a899d822e75d16,2021.10.11.02.57.41_veh-50_02155_02265,unfrozen_visual_step100,True,1.0,1.0,0.8629307970860174,1.0,1.0,1.0,0.9428878321191739
17b43b911252571c,2021.07.09.15.53.28_veh-38_00184_02293,unfrozen_visual_step100,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
