token,log_name,label,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score,setting,candidate,v2_training_reward
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode_candidate8,True,1.0,1.0,0.8754625693420959,1.0,1.0,1.0,0.94810940389254,ode,8,0.9555223461936057
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode_candidate9,True,1.0,1.0,0.8784844370075121,1.0,1.0,1.0,0.9493685154197967,ode,9,0.95660158464554
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode_candidate10,True,1.0,1.0,0.8821058854325113,1.0,1.0,1.0,0.9508774522635464,ode,10,0.9578949590830398
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode_candidate11,True,1.0,1.0,0.8860525570934839,1.0,1.0,1.0,0.9525218987889517,ode,11,0.9593044846762443
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode_candidate12,True,1.0,1.0,0.8767153206738473,1.0,1.0,1.0,0.9486313836141029,ode,12,0.9559697573835167
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode_candidate13,True,1.0,1.0,0.8813560418414011,1.0,1.0,1.0,0.9505650174339172,ode,13,0.9576271578005005
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode_candidate14,True,1.0,1.0,0.8783979064721853,1.0,1.0,1.0,0.9493324610300773,ode,14,0.9565706808829234
1777334a456f5014,2021.06.14.13.27.42_veh-35_04001_04236,ode_candidate15,True,1.0,1.0,0.880561016622975,1.0,1.0,1.0,0.9502337569262395,ode,15,0.957343220222491
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate0,True,1.0,1.0,0.9551657091847345,1.0,1.0,1.0,0.9813190454936395,ode,0,0.9941554667817226
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate1,True,1.0,1.0,0.9519232021128124,1.0,1.0,1.0,0.9799680008803385,ode,1,0.9929629121404425
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate2,True,1.0,1.0,0.9538482729284733,1.0,1.0,1.0,0.9807701137201971,ode,2,0.993670929759244
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate3,True,1.0,1.0,0.9483728930042822,1.0,1.0,1.0,0.9784887054184509,ode,3,0.9916571516559028
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate4,True,1.0,1.0,0.9544991756618123,0.0,1.0,1.0,0.5643746565257551,ode,4,0.9939103238633887
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate5,True,1.0,1.0,0.9559035180779542,0.0,1.0,1.0,0.5649597991991476,ode,5,0.9944268239138646
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate6,True,1.0,1.0,0.9528205177000497,1.0,1.0,1.0,0.9803418823750207,ode,6,0.9932929338935235
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate7,True,1.0,1.0,0.956080729312072,1.0,1.0,1.0,0.9817003038800299,ode,7,0.9944920000491965
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate8,True,1.0,1.0,0.9570640137861565,0.0,1.0,1.0,0.5654433390775652,ode,8,0.9948536401126591
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate9,True,1.0,1.0,0.950385303193036,1.0,1.0,1.0,0.9793272096637651,ode,9,0.992397291633249
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate10,True,1.0,1.0,0.9511610490776328,1.0,1.0,1.0,0.9796504371156803,ode,10,0.9926826015291443
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate11,True,1.0,1.0,0.9492409202396616,1.0,1.0,1.0,0.9788503834331923,ode,11,0.9919764015095957
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate12,True,1.0,1.0,0.9503519595345553,1.0,1.0,1.0,0.9793133164727313,ode,12,0.9923850282414364
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate13,True,1.0,1.0,0.9491491911924053,1.0,1.0,1.0,0.9788121629968355,ode,13,0.9919426646823137
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate14,True,1.0,1.0,0.956115756869919,1.0,1.0,1.0,0.9817148986957996,ode,14,0.9945048827587039
1aa9b336c4275f73,2021.10.06.18.52.07_veh-28_01297_01462,ode_candidate15,True,1.0,1.0,0.9495872321898335,1.0,1.0,1.0,0.9789946800790973,ode,15,0.9921037708304168
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate0,True,1.0,1.0,0.8367612865108787,1.0,1.0,1.0,0.9319838693795327,ode,0,0.9417004594681709
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate1,True,1.0,1.0,0.8391047515300879,1.0,1.0,1.0,0.9329603131375367,ode,1,0.9425374112607457
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate2,True,1.0,1.0,0.8366388802648715,1.0,1.0,1.0,0.9319328667770298,ode,2,0.9416567429517398
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate3,True,1.0,1.0,0.8386039592700896,1.0,1.0,1.0,0.9327516496958707,ode,3,0.9423585568821748
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate4,True,1.0,1.0,0.8323211004501854,1.0,1.0,1.0,0.9301337918542439,ode,4,0.9401146787322091
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate5,True,1.0,1.0,0.8237255598412799,1.0,1.0,1.0,0.9265523166005334,ode,5,0.9370448428004572
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate6,True,1.0,1.0,0.8372317717046764,1.0,1.0,1.0,0.9321799048769485,ode,6,0.9418684898945272
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate7,True,1.0,1.0,0.8327609064575072,1.0,1.0,1.0,0.9303170443572947,ode,7,0.9402717523062526
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate8,True,1.0,1.0,0.8367240233459677,1.0,1.0,1.0,0.9319683430608198,ode,8,0.9416871511949884
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate9,True,1.0,1.0,0.8376136842538785,1.0,1.0,1.0,0.9323390351057826,ode,9,0.942004887233528
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate10,True,1.0,1.0,0.8284437036749812,1.0,1.0,1.0,0.9285182098645756,ode,10,0.9387298941696363
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate11,True,1.0,1.0,0.8362257827927319,1.0,1.0,1.0,0.931760742830305,ode,11,0.9415092081402614
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate12,True,1.0,1.0,0.8332979347321178,1.0,1.0,1.0,0.9305408061383824,ode,12,0.9404635481186135
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate13,True,1.0,1.0,0.8377072091720847,1.0,1.0,1.0,0.932378003821702,ode,13,0.9420382889900303
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate14,True,1.0,1.0,0.8383314584234395,1.0,1.0,1.0,0.9326381076764331,ode,14,0.9422612351512284
1c307d3667295e52,2021.07.09.20.59.12_veh-38_03292_04331,ode_candidate15,True,1.0,1.0,0.831647898492537,1.0,1.0,1.0,0.929853291038557,ode,15,0.9398742494616202
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate0,True,1.0,1.0,0.7413416491200333,1.0,1.0,1.0,0.8922256871333473,ode,0,0.9082568915590432
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate1,True,1.0,1.0,0.742692589782409,1.0,1.0,1.0,0.8927885790760038,ode,1,0.9087405272926234
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate2,True,1.0,1.0,0.7430789312012788,1.0,1.0,1.0,0.8929495546671995,ode,2,0.9088788372278643
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate3,True,1.0,1.0,0.7443996417692035,1.0,1.0,1.0,0.8934998507371681,ode,3,0.909351650610535
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate4,True,1.0,1.0,0.7454763756834407,1.0,1.0,1.0,0.8939484898681003,ode,4,0.9097371205360364
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate5,True,1.0,1.0,0.7430124787782062,1.0,1.0,1.0,0.892921866157586,ode,5,0.9088550473107525
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate6,True,1.0,1.0,0.745306800058059,1.0,1.0,1.0,0.8938778333575246,ode,6,0.90967641259063
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate7,True,1.0,1.0,0.7436359022533746,1.0,1.0,1.0,0.8931816259389062,ode,7,0.9090782324425213
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate8,True,1.0,1.0,0.7455323875704885,1.0,1.0,1.0,0.8939718281543702,ode,8,0.9097571727491617
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate9,True,1.0,1.0,0.7458039054703122,1.0,1.0,1.0,0.8940849606126301,ode,9,0.909854375951581
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate10,True,1.0,1.0,0.7443384873869268,1.0,1.0,1.0,0.8934743697445527,ode,10,0.909329757388014
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate11,True,1.0,1.0,0.743849574802884,1.0,1.0,1.0,0.8932706561678684,ode,11,0.9091547270533551
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate12,True,1.0,1.0,0.7438412705556288,1.0,1.0,1.0,0.8932671960648454,ode,12,0.9091517541391294
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate13,True,1.0,1.0,0.7461874632433563,1.0,1.0,1.0,0.8942447763513984,ode,13,0.9099916893437253
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate14,True,1.0,1.0,0.744485552359866,1.0,1.0,1.0,0.8935356468166109,ode,14,0.9093824065369015
29743bf097775f11,2021.10.05.04.03.05_veh-50_00058_00321,ode_candidate15,True,1.0,1.0,0.743923290614195,1.0,1.0,1.0,0.8933013710892479,ode,15,0.909181117257953
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate0,True,1.0,1.0,0.7686904157810319,1.0,1.0,1.0,0.9036210065754299,ode,0,0.9173894342075114
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate1,True,1.0,1.0,0.7664610897906684,1.0,1.0,1.0,0.9026921207461118,ode,1,0.9165932463538101
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate2,True,1.0,1.0,0.7629291959668675,1.0,1.0,1.0,0.9012204983195281,ode,2,0.9153318557024527
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate3,True,1.0,1.0,0.7728831227471065,1.0,1.0,1.0,0.9053679678112944,ode,3,0.9188868295525381
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate4,True,1.0,1.0,0.7670133260712195,1.0,1.0,1.0,0.9029222191963414,ode,4,0.916790473596864
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate5,True,1.0,1.0,0.7667908823354841,1.0,1.0,1.0,0.9028295343064517,ode,5,0.9167110294055301
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate6,True,1.0,1.0,0.7699437844718257,1.0,1.0,1.0,0.9041432435299274,ode,6,0.9178370658827949
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate7,True,1.0,1.0,0.7689809315605101,1.0,1.0,1.0,0.9037420548168792,ode,7,0.9174931898430393
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate8,True,1.0,1.0,0.7664870268121686,1.0,1.0,1.0,0.9027029278384036,ode,8,0.9166025095757745
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate9,True,1.0,1.0,0.768727457555084,1.0,1.0,1.0,0.9036364406479516,ode,9,0.91740266341253
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate10,True,1.0,1.0,0.771186658116599,1.0,1.0,1.0,0.904661107548583,ode,10,0.9182809493273568
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate11,True,1.0,1.0,0.7652583901103251,1.0,1.0,1.0,0.9021909958793022,ode,11,0.9161637107536876
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate12,True,1.0,1.0,0.7683399900887411,1.0,1.0,1.0,0.9034749958703087,ode,12,0.9172642821745504
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate13,True,1.0,1.0,0.7663582869507597,1.0,1.0,1.0,0.9026492862294831,ode,13,0.9165565310538427
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate14,True,1.0,1.0,0.7674873974951181,1.0,1.0,1.0,0.9031197489562993,ode,14,0.9169597848196851
45a7f827466e5c24,2021.08.24.14.25.28_veh-42_00333_00472,ode_candidate15,True,1.0,1.0,0.7637815676103058,1.0,1.0,1.0,0.9015756531709608,ode,15,0.9156362741465378
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate0,True,1.0,1.0,0.6939766671741254,1.0,1.0,1.0,0.8724902779892189,ode,0,0.8907059525621877
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate1,True,1.0,1.0,0.6929338845515992,1.0,1.0,1.0,0.8720557852298331,ode,1,0.8903335301969998
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate2,True,1.0,1.0,0.6928592453904867,1.0,1.0,1.0,0.8720246855793695,ode,2,0.8903068733537454
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate3,True,1.0,1.0,0.6881251612673759,1.0,1.0,1.0,0.8700521505280733,ode,3,0.8886161290240627
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate4,True,1.0,1.0,0.6919333233348361,1.0,1.0,1.0,0.8716388847228483,ode,4,0.8899761869052986
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate5,True,1.0,1.0,0.6923387860743001,1.0,1.0,1.0,0.8718078275309584,ode,5,0.8901209950265357
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate6,True,1.0,1.0,0.6924627003426082,1.0,1.0,1.0,0.8718594584760867,ode,6,0.89016525012236
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate7,True,1.0,1.0,0.6923454030603491,1.0,1.0,1.0,0.8718105846084788,ode,7,0.890123358235839
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate8,True,1.0,1.0,0.6934155792638999,1.0,1.0,1.0,0.8722564913599582,ode,8,0.8905055640228213
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate9,True,1.0,1.0,0.6924760488599253,1.0,1.0,1.0,0.8718650203583023,ode,9,0.8901700174499734
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate10,True,1.0,1.0,0.6927196278056256,1.0,1.0,1.0,0.8719665115856774,ode,10,0.8902570099305807
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate11,True,1.0,1.0,0.6928157352699226,1.0,1.0,1.0,0.8720065563624678,ode,11,0.8902913340249724
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate12,True,1.0,1.0,0.6941641298430822,1.0,1.0,1.0,0.8725683874346176,ode,12,0.8907729035153865
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate13,True,1.0,1.0,0.6911359511012871,1.0,1.0,1.0,0.871306646292203,ode,13,0.8896914111076025
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate14,True,1.0,1.0,0.6920525250497603,1.0,1.0,1.0,0.8716885521040668,ode,14,0.890018758946343
4801a14e290e5aec,2021.10.05.06.24.06_veh-50_00717_01300,ode_candidate15,True,1.0,1.0,0.6939508392669682,1.0,1.0,1.0,0.8724795163612367,ode,15,0.8906967283096314
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,ode_candidate0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ode,0,1.0
4a370667f49b5026,2021.06.23.16.54.19_veh-35_01603_03271,ode_candidate1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ode,1,1.0
