scene_id,candidate_id,perturbation_type,kinematic_valid,route_proxy_valid,candidate_accepted,reactive_available,exact_drivable_area_compliance,exact_driving_direction_compliance,exact_lane_keeping,exact_history_comfort,exact_centerline_progress_m,exact_route_deviation_max_m,exact_max_acceleration_mps2,exact_max_deceleration_mps2,exact_max_abs_jerk_mps3,exact_max_abs_curvature_inv_m,exact_intersection_fraction,exact_static_object_collision,lr_no_at_fault_collision,idm_no_at_fault_collision,lr_traffic_light_compliance,idm_traffic_light_compliance,lr_time_to_collision_within_bound,idm_time_to_collision_within_bound,lr_ttc_infraction_time_s,idm_ttc_infraction_time_s,lr_ttc_infraction_observed,idm_ttc_infraction_observed,lr_dynamic_collision,idm_dynamic_collision,lr_minimum_dynamic_clearance_m,idm_minimum_dynamic_clearance_m,lr_dynamic_occupancy_fraction,idm_dynamic_occupancy_fraction,lr_pdm_score,idm_pdm_score
006a99c013c25bd1,fb0ba1836392c859,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,12.824105591135625,7.960447889161014,0.0,1.3178503344414683,0.45102688305610883,0.002949528541547367,0.2682926829268293,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.797094821929932,,0.8292682926829268,,0.9930296074244781,
006a99c013c25bd1,1767d86f3dcce8c7,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,14.421448948859727,7.960447889161014,0.0,1.3357358318251658,0.586176954759388,0.0029511918350863782,0.34146341463414637,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.807947158813477,,0.8292682926829268,,1.0,
006a99c013c25bd1,ad8a3b864b8e6bce,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,13.623411115355394,7.960447889161014,0.0,1.0630848394132073,0.3984687023743625,0.0028626698718796245,0.3170731707317073,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.758333683013916,,0.8292682926829268,,1.0,
006a99c013c25bd1,c985f0e31ec6829c,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,13.622897284482045,7.960447889161014,0.0,1.06308722166178,0.3984489762918777,0.0034988158570018715,0.3170731707317073,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.806206226348877,,0.8292682926829268,,1.0,
006a99c013c25bd1,7f1054b2f10eb0eb,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,13.614471398748107,7.960447889161014,0.0,1.0631297504401314,0.4060504723032601,0.007272518776609186,0.3170731707317073,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.935589790344238,,0.8292682926829268,,1.0,
006a99c013c25bd1,4ed6019b3cd5bea0,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,13.628575158700519,7.960447889161014,0.0,1.062248258969543,0.3848517690656834,0.004732673951300639,0.3170731707317073,False,1.0,,1.0,,1.0,,5.0,,False,,False,,4.501856803894043,,0.8292682926829268,,1.0,
00db839919845d3f,c98e555d8daabd4c,anchor,True,True,True,False,1.0,1.0,1.0,1.0,1.1150485142293345,0.08065088107733853,0.044324682808060296,0.9584727557354906,1.3247044404951516,0.003035813261019184,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.4312179386615753,,1.0,,1.0,
00db839919845d3f,3bdd220ab4e4d86c,lateral_terminal_offset,False,True,False,False,,,,,,,0.10100271526237409,0.9145523421106503,1.1420458197768986,14.202053694285881,,,,,,,,,,,,,,,,,,,,
00db839919845d3f,387548274e0e0e3c,lateral_terminal_offset,False,True,False,False,,,,,,,0.0777607719862985,0.9489073449854518,1.1482189512246643,27.438583318331478,,,,,,,,,,,,,,,,,,,,
00db839919845d3f,19375b0fe14b5bbe,lateral_terminal_offset,False,True,False,False,,,,,,,0.0030628698475997085,0.9419532258299743,0.965754519137936,27.854522815488117,,,,,,,,,,,,,,,,,,,,
00db839919845d3f,68a2547e38643870,lateral_terminal_offset,False,True,False,False,,,,,,,0.024135405442697155,0.9012745583766075,1.1811832204057013,12.246216386992357,,,,,,,,,,,,,,,,,,,,
00db839919845d3f,8ef015ec7b861baa,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,1.2132754578966978,0.08078661011545304,0.035459488002809535,0.7668487135054706,1.0596217658383302,0.0020576999038028573,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.43121686577796936,,1.0,,1.0,
00db839919845d3f,7a1c021250ea47a9,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,1.2106385772747466,0.08080217282713922,0.03989183456308744,0.8626919123653438,1.1921002075288318,0.0026012653369331122,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.43119335174560547,,1.0,,1.0,
00db839919845d3f,9f3094cc761a94fe,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,1.0976234114132613,0.0806287601182029,0.04875748126898185,1.501148814949597,2.536459405039391,0.00529064471082417,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.4312179982662201,,1.0,,1.0,
00db839919845d3f,87632353cb108ebd,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,1.1258465431363422,0.08066761988411966,0.034916453325048384,0.9584727557354906,1.3058879815291276,0.003035813261019184,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.43121588230133057,,1.0,,1.0,
00db839919845d3f,980c7fff83024d90,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,1.1182573546273424,0.08065555550024389,0.044324682808060296,0.9584727557354906,1.3247044404951516,0.003035813261019184,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.43121784925460815,,1.0,,1.0,
00db839919845d3f,88047cf167f387ef,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,1.1541268186172644,0.08068440391268505,0.0,1.2397389244620873,2.067296621892693,0.0017060100872150494,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.4312468469142914,,1.0,,1.0,
00db839919845d3f,2f4233f174cac34d,terminal_progress_shift,True,False,False,False,,,,,,,0.5458129010145243,1.653475622517132,4.398577047063313,0.0015942465362526444,,,,,,,,,,,,,,,,,,,,
00db839919845d3f,cce9fafbc277ca42,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,1.2186423353683686,0.08080118678899414,0.04432465136700837,0.9584728764548531,1.3247040801611876,0.0027322326234546245,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.43121007084846497,,1.0,,1.0,
00db839919845d3f,d713276a9178e435,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,1.218642275845907,0.08084579652279923,0.04432465872882657,0.9584728316682837,1.3247041504782788,0.0033393950528199058,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.4311523139476776,,1.0,,1.0,
00db839919845d3f,664c97037e48cbc4,turn_inner_outer_offset,False,True,False,False,,,,,,,0.06953671346777865,0.9505381312938032,1.1589305964598242,31.51744411631568,,,,,,,,,,,,,,,,,,,,
00db839919845d3f,4ca2ffadd2afd16a,turn_inner_outer_offset,False,True,False,False,,,,,,,0.05800890460011332,0.9451552983523632,0.9460786012107034,30.898777483948646,,,,,,,,,,,,,,,,,,,,
014725c44c265d3e,dc446051c508fd84,anchor,True,True,True,True,1.0,1.0,0.0,1.0,21.48900973355189,1.9642214296205047,0.0,0.9496876219460564,0.7630298026139286,0.009574647406353195,0.0,False,1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.5,False,True,False,True,0.3504994809627533,0.0,0.8048780487804879,0.8292682926829268,0.8571428571428571,0.0
014725c44c265d3e,380098035745fe30,lateral_terminal_offset,True,True,True,True,1.0,0.5,0.0,1.0,21.4716503038918,2.747725176149277,0.0,0.9425695386777395,0.7467511771594886,0.013645973463515676,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,b896b3c9b88d714c,lateral_terminal_offset,True,True,True,True,1.0,1.0,0.0,1.0,21.479813053317322,2.408387000752836,0.0,0.9447199713766334,0.7541421050498265,0.00917438561905926,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,434e0cfd3d993b67,lateral_terminal_offset,True,True,True,True,1.0,1.0,0.0,1.0,21.487471305376808,1.7298587607199032,0.0,0.9606091428325811,0.773541342579037,0.004555868509302564,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,d71ce8e8a0dc15d7,lateral_terminal_offset,True,True,True,True,1.0,1.0,0.0,1.0,21.486974973630034,1.39094393844101,0.0,0.9732181451732451,0.7855957890223273,0.004487037572706673,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,bdc87d6695f9cf3f,speed_scale,True,True,True,True,1.0,1.0,0.0,1.0,18.62476535887052,1.9364171912249393,0.0,0.7598917580655993,0.6107144001352101,0.004860498405984258,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.9000000000000001,1.9000000000000001,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,b55eec9c4533cf6b,speed_scale,True,True,True,True,1.0,1.0,0.0,1.0,20.05821728953091,1.9690092267886938,0.0,0.8545672323867626,0.6861297457985689,0.0070667731032612304,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.7000000000000002,1.7000000000000002,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,1d84446151899e93,speed_scale,True,True,True,True,1.0,1.0,0.0,1.0,22.916531350910738,1.9592218741292686,0.0,1.0447247282612082,0.8399446877513697,0.009048385396660497,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.4000000000000001,1.4000000000000001,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,ecd2926970c9cfc3,brake_onset_shift,True,True,True,True,1.0,1.0,0.0,1.0,17.865142489933376,1.8816253916159797,0.0,1.8834203885443372,2.2079014156331134,0.005495694434559088,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.7000000000000002,1.7000000000000002,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,b72f8e0318ca307e,brake_onset_shift,True,True,True,True,1.0,1.0,0.0,1.0,19.156659199569795,1.920907346011884,0.0,2.387371419435298,3.6136385710767165,0.007066773631023729,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,86d8ffa854d6ddbd,terminal_progress_shift,True,True,True,True,1.0,1.0,0.0,1.0,20.69192406925005,1.964443681207045,0.0,0.9670103722128616,0.5749581907389114,0.008323213245605015,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.6,1.6,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,0e7d356f3f4c2802,terminal_progress_shift,True,True,True,True,1.0,1.0,0.0,1.0,22.28525724326426,1.966306731090602,0.0,1.2297753048086797,0.951076785126677,0.008105337828806439,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,791cbabe087ca7b8,curvature_scale,True,True,True,True,1.0,1.0,0.0,1.0,21.49087280283188,1.9263354203397656,0.0,0.9496915087445732,0.7630519860305824,0.008617183630574824,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,03f9087234d7f877,curvature_scale,True,True,True,True,1.0,1.0,0.0,1.0,21.48518095009195,2.0529866865303905,0.0,0.9496865412367068,0.763035017326132,0.010532115843973101,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,76fca04369e50a5c,turn_inner_outer_offset,True,True,True,True,1.0,1.0,0.0,1.0,21.48106595010494,2.385841114847219,0.0,0.9392393783421635,0.7476763233334758,0.00666943669344115,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
014725c44c265d3e,ea0bee136869d466,turn_inner_outer_offset,True,True,True,True,1.0,1.0,0.0,1.0,21.487537363742568,1.7548634648658155,0.0,0.9585819768339103,0.7763001769902722,0.0078085197989907216,0.0,False,0.0,0.0,1.0,1.0,0.0,0.0,1.5,1.5,True,True,True,True,0.0,0.0,0.8292682926829268,0.8292682926829268,0.0,0.0
037dc3b77bb153bb,761d420d5a868e7c,anchor,True,True,True,True,1.0,1.0,1.0,1.0,15.032649249108047,1.2378144951215442,0.8533561470889381,0.0,0.49652327720637146,0.10061288342062764,0.4878048780487805,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
037dc3b77bb153bb,2826366c70446167,lateral_terminal_offset,True,True,True,True,1.0,0.5,1.0,1.0,14.82469457633373,1.9980141978758912,0.8884534391421077,0.0,0.4863691778779895,0.09020393146955133,0.5121951219512195,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,0.5,0.5
037dc3b77bb153bb,a43c48265ffa0943,lateral_terminal_offset,True,True,True,True,1.0,0.5,1.0,1.0,14.809791192050142,1.7775102175837914,0.8697878205207115,0.0,0.4903673549697416,0.09365206226098059,0.4878048780487805,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,0.5,0.5
037dc3b77bb153bb,f4d39481f03effdb,lateral_terminal_offset,True,True,True,True,1.0,1.0,1.0,1.0,14.7675623759072,1.458756452687186,0.839179427209146,0.0,0.504808260024431,0.10090732662558212,0.4878048780487805,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
037dc3b77bb153bb,a070dda6c7a03031,lateral_terminal_offset,True,True,True,True,0.0,1.0,1.0,1.0,14.739879216980476,1.337364160010263,0.8272796439985672,0.0,0.5151591785083589,0.10469047067382917,0.4878048780487805,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,0.0,0.0
037dc3b77bb153bb,331a4f3e44eedb4b,speed_scale,True,True,True,True,1.0,1.0,1.0,1.0,12.504709596723465,1.2872722462072317,0.6716513104443669,0.0,0.36605753097220806,0.09908428164265293,0.5853658536585366,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
037dc3b77bb153bb,493919ec7bd2041a,speed_scale,True,True,True,True,1.0,1.0,1.0,1.0,13.760253798515226,1.260144155722214,0.7616496655988012,0.0,0.43467736922531586,0.10000919393322592,0.5121951219512195,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
037dc3b77bb153bb,bbfd536ecb890dec,speed_scale,True,True,True,True,0.0,1.0,1.0,1.0,16.269630578517,1.2275162877459267,0.927412946169591,0.0,0.5316326871190249,0.09824897617313348,0.43902439024390244,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,0.0,0.0
037dc3b77bb153bb,4d451a5fa0f65d7f,brake_onset_shift,True,True,True,True,1.0,1.0,1.0,1.0,11.34864491706541,1.204665748707402,0.8533561470889381,0.799920737953939,2.2563643896135126,0.10061288342062764,0.5609756097560976,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
037dc3b77bb153bb,47bbbf77f7f8056d,brake_onset_shift,True,True,True,True,1.0,1.0,1.0,1.0,12.406996711568535,1.2347103614449466,0.8533561470889381,1.485755154159098,3.352327037638382,0.10061288342062764,0.5121951219512195,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
037dc3b77bb153bb,24b66f0b0727fff0,terminal_progress_shift,True,True,True,True,1.0,1.0,1.0,1.0,14.242698478410329,1.231648676957476,0.8026332845152311,0.0,0.36678248190008134,0.10033723619308152,0.5121951219512195,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
037dc3b77bb153bb,748aad2bdfe86ee4,terminal_progress_shift,True,True,True,True,0.0,1.0,1.0,1.0,15.793893433725515,1.2535423309388507,1.1270446361344701,0.0,0.6728101713454393,0.09914063629969348,0.4634146341463415,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,0.0,0.0
037dc3b77bb153bb,1731e7b3db8c8f7a,curvature_scale,True,True,True,True,1.0,1.0,1.0,1.0,14.94569015880488,1.3994757121623234,0.8533555916774223,0.0,0.4965274206870358,0.09055158506957288,0.4878048780487805,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
037dc3b77bb153bb,9dba8a7665036bcd,curvature_scale,True,False,False,False,,,,,,,0.8533557489882053,0.0,0.496528107838742,0.11067414087588046,,,,,,,,,,,,,,,,,,,,
037dc3b77bb153bb,1bdaa8427dc17ab7,turn_inner_outer_offset,True,True,True,True,1.0,0.5,1.0,1.0,14.815013531670584,1.7482151977843885,0.8609238683721214,0.0,0.4705337338408846,0.09193945155905087,0.4878048780487805,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,0.5,0.5
037dc3b77bb153bb,6ddd29f205b8f5a9,turn_inner_outer_offset,True,True,True,True,1.0,1.0,1.0,1.0,14.76310701816653,1.4854077845800508,0.8464926971011604,0.0,0.5202619138542754,0.10257916453630521,0.4878048780487805,False,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,False,False,False,False,15.829582214355469,15.829582214355469,0.0,0.0,1.0,1.0
03898b4b186d5da5,27615bfdbf76e963,anchor,True,True,True,False,1.0,1.0,1.0,1.0,16.223656578884366,0.3016197791795009,0.0,1.3555747075715345,0.5220478908291479,0.0015551853613914536,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9667906761169434,,1.0,,1.0,
03898b4b186d5da5,ec76a0a6a953c6a8,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,16.20765538222853,0.7129661684175399,0.0,1.3610451478029404,0.5395589030919012,0.02425789110031302,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.20184114575386047,,1.0,,1.0,
03898b4b186d5da5,107dfd830c3dcfe7,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,16.217087509770167,0.3889440406920731,0.0,1.3568399976996068,0.5299334026268685,0.010267786257669565,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.5928424000740051,,1.0,,1.0,
03898b4b186d5da5,c7843e903d07abed,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,16.226959677032845,0.3016197791795009,0.0,1.3572531272416075,0.5159004673726084,0.017803188973319936,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.3766247034072876,,1.0,,1.0,
03898b4b186d5da5,490f6e187a55da74,lateral_terminal_offset,True,True,True,False,1.0,1.0,1.0,1.0,16.227393692185302,0.5837613778550209,0.0,1.361863989947441,0.5115155218958432,0.03179508333505888,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.4733432531356812,,1.0,,1.0,
03898b4b186d5da5,29376c6816d02e38,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,14.284003558682373,0.3016197791795009,0.0,1.0844579729010069,0.4176304356074123,0.0015551856156080534,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.170865535736084,,1.0,,1.0,
03898b4b186d5da5,e01e5ba0c628c7e8,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,15.253824546313945,0.3016197791795009,0.0,1.2200226335511597,0.4701650948168883,0.001529666416916406,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.083797574043274,,1.0,,1.0,
03898b4b186d5da5,5abbb16b88b5b843,speed_scale,True,True,True,False,1.0,1.0,1.0,1.0,17.19347197207008,0.3016197791795009,0.0,1.4911328538590682,0.5732192369006697,0.0015111112311748161,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.8703886270523071,,1.0,,1.0,
03898b4b186d5da5,6ff842d672000aaf,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,14.09811046544687,0.3016197791795009,0.0,1.845181607382779,1.7812195063004168,0.0015551853814023938,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.1738848686218262,,1.0,,1.0,
03898b4b186d5da5,8f17356d57601ae4,brake_onset_shift,True,True,True,False,1.0,1.0,1.0,1.0,14.99376216779248,0.3016197791795009,0.0,2.3044219116137654,2.281930005293523,0.0015551853613914536,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.10032057762146,,1.0,,1.0,
03898b4b186d5da5,af387f45bab242ea,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,15.42749507994566,0.3016197791795009,0.0,1.2010976906122384,0.33484386422510504,0.0015449568581034545,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,1.0706136226654053,,1.0,,1.0,
03898b4b186d5da5,d5c77e2aa74f8a30,terminal_progress_shift,True,True,True,False,1.0,1.0,1.0,1.0,17.019797652270213,0.3016197791795009,0.0,1.636820214635336,0.7088386535023261,0.0015001444043354645,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.8842253088951111,,1.0,,1.0,
03898b4b186d5da5,b0f42a6b597a0b4b,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,16.223780101211318,0.3016197791795009,0.0,1.3555797990568137,0.522035868538202,0.0013996670269606805,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9660470485687256,,1.0,,1.0,
03898b4b186d5da5,77a825fed02aaa81,curvature_scale,True,True,True,False,1.0,1.0,1.0,1.0,16.22404239478972,0.3016197791795009,0.0,1.3555739327841683,0.5220309631929378,0.0017107045881585596,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.9881245493888855,,1.0,,1.0,
03898b4b186d5da5,563b39387f509acf,turn_inner_outer_offset,True,True,True,False,1.0,1.0,1.0,1.0,16.21733396506078,0.38647596654193056,0.0,1.3574920989495354,0.5304731830296312,0.012751562957708972,0.0,False,1.0,,1.0,,1.0,,5.0,,False,,False,,0.5780925750732422,,1.0,,1.0,
